,zl,m_h,m_acc,e_h,p_h,con,m_g,e_g,p_g,tb,vel_disp
21000,3.021,519996000000.0,0.0,0.2260496,-132.2027,2.763142,4912331000.0,0.3233472,-97.55993,0.04399418,75.9899248862117
21100,3.039,138675600000.0,0.0,0.3067595,155.7133,2.572093,496990500.0,0.06218492,169.5116,0.1643251,47.74246328825201
21200,3.056,230144200000.0,0.0,0.01918998,37.42636,3.823306,960198200.0,0.5550228,35.66195,0.04284266,46.66309200917483
21300,3.075,143879900000.0,0.0,0.01300083,-111.5352,3.471925,572729400.0,0.1523974,-64.71915,0.03843772,38.52760519415214
21400,3.093,240990500000.0,0.0,0.1624868,-145.1184,3.833436,1286307000.0,0.4420753,-138.4572,0.09950553,56.59141553890498
21500,3.111,195433900000.0,0.0,0.1083139,-76.84726,2.106562,1328017000.0,0.4249537,-42.665,0.104457,44.72607711471747
21600,3.129,443608600000.0,0.0,0.1137429,-132.416,3.977587,2305731000.0,0.2534065,-159.2494,0.03542612,64.28598211701616
21700,3.148,157036300000.0,0.0,0.3358679,-21.43731,3.650678,626614000.0,0.5175509,-29.32113,0.129907,53.687663689040455
21800,3.167,101624900000.0,0.0,0.1554194,-100.7172,3.683689,236737700.0,0.1455628,-134.6122,0.1444664,50.12030051629306
21900,3.185,241546100000.0,0.0,0.1032325,-71.03117,1.557368,1354355000.0,0.2654033,-75.91479,0.06089355,41.30254609475866
22000,3.205,121059800000.0,0.0,0.3096281,-142.4956,3.903131,380548000.0,0.3369965,-189.315,0.06808424,42.59248343421195
22100,3.223,966050900000.0,0.0,0.2189441,122.3536,4.970443,14038950000.0,0.02570408,112.1107,0.02878673,149.94537141872664
22200,3.244,654636200000.0,0.0,0.2958947,-63.06894,3.049154,12018170000.0,0.4449233,-85.15873,0.0672218,98.96791401883736
22300,3.265,145881400000.0,0.0,0.4521688,176.2751,7.229254,685968900.0,0.1861683,169.1748,0.06776231,61.48721537305445
22400,3.285,308318800000.0,0.0,0.1978135,-18.85934,2.420219,2166729000.0,0.4383417,-0.4096552,0.1157445,55.52570317861906
22500,3.305,132739400000.0,0.0,0.2776998,132.9901,4.282147,420837700.0,0.1959541,129.0895,0.116842,54.58302703584634
22600,3.325,220800500000.0,0.0,0.3310084,10.37802,3.972313,1442060000.0,0.1635968,15.33489,0.04911902,53.26990811824534
22700,3.346,289068000000.0,0.0,0.1238312,-158.6307,4.696033,1374607000.0,0.01935154,-174.4891,0.1070892,67.90750376199229
22800,3.367,166341300000.0,0.0,0.2093566,128.335,6.223787,652259600.0,0.4410674,99.40066,0.127081,71.19106633001513
22900,3.389,122180000000.0,0.0,0.3761023,96.41327,3.744086,321023500.0,0.6757763,49.8011,0.118336,51.06700234910955
23000,3.409,1510080000000.0,0.0,0.09717602,-66.05749,3.294789,31136150000.0,0.2241183,-126.1926,0.1190212,130.8710572596921
23100,3.431,149968500000.0,0.0,0.4852157,53.19303,3.306886,772903700.0,0.2701474,106.2492,0.06436718,44.76671838851109
23200,3.454,285759100000.0,0.0,0.1306619,67.10642,5.41715,1836069000.0,0.5348776,77.33995,0.0493566,64.82687214997486
23300,3.479,105196200000.0,0.0,0.2323796,-149.286,3.464376,341711700.0,0.1680824,-153.7265,0.02955465,34.617380570726624
23400,3.502,174582200000.0,0.0,0.1532128,-80.75269,3.547535,699241600.0,0.3217945,-92.85489,0.1093608,54.32638515509707
23500,3.526,147570700000.0,0.0,0.2197973,-29.47452,2.070193,568494300.0,0.4022742,-1.28517,0.04702041,35.4880124202013
23600,3.55,130017000000.0,0.0,0.1163508,34.00682,2.875571,349605500.0,0.1629789,36.99863,0.129657,48.83690376534609
23700,3.576,188364900000.0,0.0,0.2523623,-37.88017,3.258367,1092914000.0,0.3732522,50.35665,0.08753096,52.103779952636735
23800,3.601,215774400000.0,0.0,0.2779606,96.51073,4.090851,1305422000.0,0.5472126,51.81009,0.0593974,55.3046132961592
23900,3.628,124738400000.0,0.0,0.3003657,87.40946,2.671014,395691600.0,0.1157885,101.6449,0.07762037,40.407526705767
24000,3.654,213796200000.0,0.0,0.0890634,-167.0402,7.230147,937593100.0,0.1543301,-187.9782,0.1283777,84.94650822362885
24100,3.681,263633100000.0,0.0,0.3759045,-70.42856,2.719305,1696182000.0,0.1467379,-98.20963,0.1027006,56.42830883231603
24200,3.71,103038600000.0,0.0,0.1426309,-86.50991,4.299925,209959700.0,0.4286036,-147.9326,0.042857,39.06462254620139
24300,3.739,523600400000.0,0.0,0.3514231,9.479658,3.068714,3435615000.0,0.3881504,-8.483109,0.1065117,72.04740185018787
24400,3.768,219786000000.0,0.0,0.1957133,-153.1687,2.713924,1236544000.0,0.4417128,-175.5706,0.05603803,48.6382954914169
24500,3.798,119398800000.0,0.0,0.1214592,-173.189,4.340376,477852800.0,0.03585012,-187.4187,0.1090038,56.62531028588675
24600,3.826,250610900000.0,0.0,0.3011719,-117.4663,2.71561,2386668000.0,0.5869292,-137.0885,0.09362778,58.80732208151876
24700,3.857,238231900000.0,0.0,0.3520116,-166.683,5.182018,1009129000.0,0.434624,-168.1102,0.1370931,77.9646425853716
24800,3.889,106659600000.0,0.0,0.241127,-60.51395,4.370651,343553000.0,0.3918139,-32.02956,0.06558398,47.47671813653967
24900,3.921,130316700000.0,0.0,0.1095611,112.0875,3.853523,539080600.0,0.3209992,111.8965,0.0800128,50.780683085507526
25000,3.956,1409289000000.0,0.0,0.2353771,74.46984,3.516404,27963660000.0,0.4242923,42.44837,0.1513338,131.68677932885203
25100,3.991,242661000000.0,0.0,0.1720045,148.3693,5.717427,1241508000.0,0.3013142,144.2156,0.1472185,85.48870678882578
25200,4.027,474242000000.0,0.0,0.201096,-71.16397,7.784457,4093598000.0,0.1849145,-50.66286,0.08206867,104.20960753285073
25300,4.065,154881700000.0,0.0,0.1930714,3.494111,2.281271,659003000.0,0.3988117,17.32084,0.06122547,41.38552278684256
25400,4.104,116681000000.0,0.0,0.4140483,115.723,2.421888,490656300.0,0.2075607,129.0363,0.06368981,39.59602583420932
25500,4.144,156314800000.0,0.0,0.4661014,-149.3295,2.605533,726749100.0,0.2527319,-204.0584,0.0665884,45.01732916267019
25600,4.186,122180000000.0,0.0,0.2525309,-44.95242,5.236195,560526400.0,0.1528893,-62.1094,0.02421739,47.813347999234274
25700,4.229,106659600000.0,0.0,0.3718578,-104.5198,4.021095,477505700.0,0.2307053,-30.5196,0.07553527,50.63424201387844
25800,4.271,157398300000.0,0.0,0.09311774,-0.4530048,3.348171,866456400.0,0.2204338,-6.443811,0.09180995,55.31855201576322
25900,4.317,146217700000.0,0.0,0.4860973,92.88377,3.735065,610314400.0,0.2768948,54.69269,0.07525899,53.11680295733202
26000,4.365,123879700000.0,0.0,0.2743437,129.1014,3.550322,430190200.0,0.2638829,96.17179,0.07891054,50.42396333189363
26100,4.414,179473400000.0,0.0,0.3553318,-127.4841,4.107712,1372059000.0,0.4041585,-118.7073,0.05989843,59.67418438519642
26200,4.466,174582200000.0,0.0,0.4543553,-103.7221,3.598468,1279194000.0,0.3629889,-82.38906,0.06264457,56.735265333800136
26300,4.521,128528700000.0,0.0,0.3626758,-169.239,2.982126,472428800.0,0.2414189,-124.845,0.0956055,51.18249805998854
26400,4.58,109395600000.0,0.0,0.3449365,2.657776,2.847464,693849800.0,0.4029967,16.1063,0.06651739,45.99851563373314
26500,4.642,156314800000.0,0.0,0.3101518,76.72714,2.82562,1069409000.0,0.310138,86.28954,0.2699165,74.58360147958116
26600,4.706,100230500000.0,0.0,0.3589413,12.22838,2.206516,308519700.0,0.2106718,-2.580104,0.08498584,41.83290130232599
26700,4.775,102801600000.0,0.0,0.2836199,64.22669,3.063192,511647500.0,0.3652794,76.8995,0.1065402,52.99967724683846
26800,4.855,232273700000.0,0.0,0.1269689,117.4992,3.847007,1871090000.0,0.3754392,106.2792,0.04634134,65.36338804872985
26900,4.937,316956700000.0,0.0,0.1176698,-45.97825,5.506792,2246141000.0,0.2598263,-17.54909,0.07833734,85.93769327286597
27000,0.167,456036900000.0,0.0,0.1188072,169.156,14.98772,14860840000.0,0.3231347,142.0522,0.2992412,93.07837318356056
27100,0.271,2004472000000.0,0.0,0.2060302,-51.66647,10.4418,55770520000.0,0.5691885,-37.37403,0.1705499,166.88063449850165
27200,0.333,199526200000.0,0.0,0.2796841,-109.3911,7.691051,1971332000.0,0.5459327,-91.73295,0.2047613,43.50755505128488
27300,0.377,1238797000000.0,0.0,0.3100709,128.0186,9.360781,39336890000.0,0.3245537,155.6449,0.2504634,117.24493692594768
27400,0.415,464515300000.0,0.0,0.1685654,-14.75576,5.627736,13923210000.0,0.102448,27.55085,0.08486106,99.87811922313986
27500,0.449,208929600000.0,0.0,0.2762235,-127.6334,8.19273,3247613000.0,0.004062688,-154.112,0.09824393,52.48557032088682
27600,0.481,145881400000.0,0.0,0.1027399,131.8878,5.1299,790446800.0,0.02809748,95.6453,0.1344224,31.13122734568615
27700,0.508,217270100000.0,0.0,0.3971501,-165.5897,8.726004,2954827000.0,0.1477266,-130.2459,0.1532704,51.45792521617154
27800,0.534,594292200000.0,0.0,0.4248544,-170.0089,4.128873,24442410000.0,0.2693108,-152.2685,0.2150846,84.01319420223852
27900,0.56,146892600000.0,0.0,0.3184272,-59.46028,11.23067,1023100000.0,0.2564941,-47.66411,0.1009439,44.72518472571239
28000,0.583,177418900000.0,0.0,0.1176485,-143.2918,5.7883,1862593000.0,0.2015796,-175.919,0.2017952,41.97826859600525
28100,0.605,196336000000.0,0.0,0.02646003,44.23394,6.877555,1931967000.0,0.3841516,33.04739,0.2367366,48.03046857483843
28200,0.626,130017000000.0,0.0,0.1600245,-8.915854,8.067317,604404300.0,0.4053138,-11.21719,0.1578523,40.65185911379485
28300,0.646,127057400000.0,0.0,0.159722,-84.79755,6.827544,648450700.0,0.3703804,-49.78253,0.08043892,33.02067727072828
28400,0.665,163681700000.0,0.0,0.2640429,136.8,7.5702,1256608000.0,0.3614228,137.6656,0.1554193,43.934817969458
28500,0.683,5211947000000.0,0.0,0.3487722,-59.03198,4.161527,73196740000.0,0.5130697,-33.20887,0.0988606,186.07934750698703
28600,0.702,123310500000.0,0.0,0.2450326,-46.4398,7.21952,615020000.0,0.1241617,-63.02931,0.07666046,33.78807175216647
28700,0.721,107894700000.0,0.0,0.4881693,176.3947,9.768872,415346900.0,0.3331976,200.5076,0.1275567,41.9658593031749
28800,0.737,232809100000.0,0.0,0.2596718,-101.0177,8.615938,2974070000.0,0.5659813,-86.40489,0.2381263,60.02753169620725
28900,0.753,1309182000000.0,0.0,0.1430758,-35.40935,7.751627,38625130000.0,0.2912192,-26.91058,0.0964763,140.56468197112275
29000,0.769,111429500000.0,0.0,0.2941329,76.90502,6.401553,544478700.0,0.2274697,67.69631,0.133489,35.82565930084162
29100,0.785,230674700000.0,0.0,0.4626763,6.311337,9.358442,3147543000.0,0.3736419,20.17704,0.1281345,57.57557189573341
29200,0.8,839460000000.0,0.0,0.2627284,129.3753,6.893223,32817180000.0,0.3597289,109.0002,0.0535005,163.66778356999848
29300,0.815,1061696000000.0,0.0,0.242119,-179.204,8.958408,46236600000.0,0.1592578,-197.9982,0.06824277,174.4856483826041
29400,0.83,238231900000.0,0.0,0.3267106,-147.2073,5.215839,2934282000.0,0.3582711,-186.4197,0.06585201,50.31297097350771
29500,0.845,101157900000.0,0.0,0.1173652,38.94344,5.466646,420390700.0,0.300432,52.04528,0.0549438,27.90719331636322
29600,0.859,119124200000.0,0.0,0.1157589,116.685,8.156722,538938000.0,0.04847054,120.359,0.114393,40.67232965728338
29700,0.872,420726600000.0,0.0,0.301767,54.73648,6.671984,9158770000.0,0.01547591,86.17858,0.08473086,76.76217240632975
29800,0.887,135518900000.0,0.0,0.1775037,170.0172,5.655563,950348800.0,0.02107456,108.7258,0.09656936,36.21117375207142
29900,0.9,582103200000.0,0.0,0.3503595,37.9074,7.605606,10967720000.0,0.2803763,-22.89668,0.03264083,119.94617693434502
30000,0.914,164437200000.0,0.0,0.192003,166.3386,6.928714,1289330000.0,0.1252637,176.5606,0.0594728,41.50026957529765
30100,0.927,161064600000.0,0.0,0.3150531,-150.2989,5.868989,1465856000.0,0.3871205,-168.1797,0.09104769,40.64661190585432
30200,0.94,260016000000.0,0.0,0.4325062,32.99486,7.521021,2952112000.0,0.1790507,-14.84525,0.2347698,61.90013866717011
30300,0.953,306902200000.0,0.0,0.1237596,45.11077,4.148036,3869725000.0,0.2308689,67.81398,0.06742958,54.32767870837912
30400,0.966,142889400000.0,0.0,0.2045029,171.2078,8.975044,795473700.0,0.4784786,180.8172,0.07632318,42.926977009229255
30500,0.978,587489400000.0,0.0,0.4308046,-129.9465,6.766999,14258480000.0,0.258671,-143.6194,0.04910082,112.27051480739767
30600,0.991,1111732000000.0,0.0,0.05745407,-113.8493,12.77333,34570410000.0,0.3881767,-124.4465,0.07254308,153.65767721152025
30700,1.004,148251800000.0,0.0,0.1810813,-45.43304,6.151604,799369700.0,0.08923663,-28.82953,0.09320553,38.2857824644592
30800,1.016,200447200000.0,0.0,0.1245866,-43.23587,7.903333,1496733000.0,0.3035036,-30.57966,0.0661696,46.77864722447823
30900,1.029,376703800000.0,0.0,0.4018731,-4.505595,4.916161,4532360000.0,0.2403663,2.790938,0.04602637,67.11611396596811
31000,1.041,192752500000.0,0.0,0.105853,46.26703,8.516834,1239521000.0,0.2043308,67.62628,0.08633289,48.39191307590416
31100,1.053,207969700000.0,0.0,0.2292052,-165.7928,6.502242,1592605000.0,0.1575458,-130.6213,0.09534207,45.94415804980119
31200,1.065,132129600000.0,0.0,0.2490561,-153.3066,7.622176,709293900.0,0.2536445,-125.264,0.08625789,41.07966483124631
31300,1.077,102329300000.0,0.0,0.05280981,36.35803,10.88116,339231100.0,0.4991791,28.56724,0.09269814,46.04087920570436
31400,1.088,1064143000000.0,0.0,0.2683708,-31.3204,3.639204,46226910000.0,0.3636428,-18.15338,0.1378661,121.9376790396424
31500,1.1,601173700000.0,0.0,0.2477109,-94.41693,9.78812,21554780000.0,0.4685091,-29.96971,0.1222682,106.5792633795484
31600,1.111,1199499000000.0,0.0,0.4784308,107.343,5.40527,43348720000.0,0.4287741,91.56152,0.105092,135.62555897227892
31700,1.123,485288500000.0,0.0,0.4290017,119.4457,4.980113,6125579000.0,0.2094807,157.4746,0.09192061,63.86677100497971
31800,1.135,197697000000.0,0.0,0.122933,-56.42699,5.270117,1268762000.0,0.5691569,-63.70589,0.09630755,41.520047695024296
31900,1.146,332659600000.0,0.0,0.2351724,75.6877,4.906094,3848936000.0,0.1819228,167.0007,0.07472422,55.44388957350862
32000,1.157,254683000000.0,0.0,0.3499887,-20.75647,3.751655,2486922000.0,0.459806,-18.88456,0.05924137,46.97066797330485
32100,1.169,344349900000.0,0.0,0.1980262,-143.7453,5.238281,3883238000.0,0.01221904,-175.4071,0.03537834,69.26436548824081
32200,1.181,123026900000.0,0.0,0.2285568,105.4732,15.31484,498885600.0,0.4120237,141.024,0.163311,69.2573627422992
32300,1.191,736207100000.0,0.0,0.02047732,-30.24353,5.761182,18650200000.0,0.2131068,-17.70795,0.08491276,101.98551470139356
32400,1.202,155955300000.0,0.0,0.3102507,-120.4984,5.29609,942216600.0,0.2658876,-90.66897,0.09783802,39.49443024852858
32500,1.213,276057800000.0,0.0,0.1487599,57.15434,3.828412,2036937000.0,0.4848193,99.94972,0.06816144,43.52028364153499
32600,1.224,192752500000.0,0.0,0.3713014,-149.2897,6.250433,842495500.0,0.1781776,-139.2439,0.08303192,42.16624296040565
32700,1.235,183231400000.0,0.0,0.3375538,60.46623,5.021135,592120300.0,0.3885547,54.48991,0.05708498,34.196787662850795
32800,1.245,353183200000.0,0.0,0.1242228,140.9787,4.080772,5500895000.0,0.548759,220.0159,0.07256879,61.850295856913874
32900,1.256,123879700000.0,0.0,0.2552505,-30.42888,4.655671,564502900.0,0.4852293,-58.66603,0.1274494,37.24278537670311
33000,1.267,161808000000.0,0.0,0.3225283,44.96386,6.11422,976052600.0,0.2436842,27.82204,0.0971705,43.17591764708582
33100,1.278,109647800000.0,0.0,0.2228194,12.60982,7.334186,287155400.0,0.4458927,-103.3004,0.08722274,39.5894249137433
33200,1.288,570164300000.0,0.0,0.1287341,-87.59122,4.594513,11799080000.0,0.5545565,-145.2786,0.09757081,79.473057012795
33300,1.299,189670600000.0,0.0,0.23863,-167.9256,9.755683,982555500.0,0.4677735,-139.7343,0.09799454,56.230377788066406
33400,1.31,168267400000.0,0.0,0.1571471,-54.22114,5.650057,772791700.0,0.2289551,-52.89745,0.1156984,43.442370449146544
33500,1.32,176197600000.0,0.0,0.3520629,-105.1715,5.641454,1173121000.0,0.372333,-75.36483,0.127082,46.34079890189948
33600,1.33,319889500000.0,0.0,0.2563829,102.0613,5.675402,3698972000.0,0.250565,121.5667,0.11197,57.78683425982006
33700,1.341,239331600000.0,0.0,0.2470323,-163.745,7.794295,1676032000.0,0.3915429,-168.5506,0.05964051,51.85002635147882
33800,1.351,219786000000.0,0.0,0.1679473,-159.7414,6.156325,1339974000.0,0.256992,-217.9607,0.06302528,45.30895505834488
33900,1.361,304088500000.0,0.0,0.1727701,84.51366,3.150662,1932222000.0,0.2742847,79.89307,0.0828934,41.61907501135799
34000,1.372,112460500000.0,0.0,0.2168907,-137.3874,4.540243,451641200.0,0.5996155,-115.7708,0.1010381,34.65905590585079
34100,1.382,124738400000.0,0.0,0.1645842,21.20396,7.991804,644730000.0,0.3382983,49.3512,0.06991133,43.23287809201403
34200,1.392,478630100000.0,0.0,0.2047816,-104.0215,7.467403,7061610000.0,0.2671281,-97.9623,0.03930262,90.2330421154193
34300,1.403,432513800000.0,0.0,0.04686843,-100.6015,4.917731,5958129000.0,0.5297976,-122.2207,0.1183091,64.02783676728404
34400,1.413,267916800000.0,0.0,0.2863589,-17.49835,5.380582,2175803000.0,0.2952129,-4.260116,0.07499533,49.8550137597392
34500,1.424,109395600000.0,0.0,0.3032612,175.7289,6.77038,439658600.0,0.2481046,146.5761,0.06910679,38.118761956952106
34600,1.434,252348100000.0,0.0,0.1613562,-91.63679,3.991135,1351157000.0,0.4406153,-89.73438,0.1628508,47.11517177932119
34700,1.444,342767800000.0,0.0,0.3289717,-99.65689,6.141968,3111318000.0,0.4258007,-132.6069,0.04507324,61.20691907027143
34800,1.454,240990500000.0,0.0,0.415495,-103.0613,4.859496,1171182000.0,0.3233969,-102.7999,0.1941241,53.49240159838533
34900,1.464,1119438000000.0,0.0,0.2736248,76.63222,5.39995,28052360000.0,0.0994203,16.67487,0.08382189,123.13300585445272
35000,1.475,157036300000.0,0.0,0.4189524,19.42519,5.014149,741584000.0,0.1933192,9.83488,0.05799741,36.9024036670885
35100,1.485,269153500000.0,0.0,0.4311784,-177.2148,3.90021,2376441000.0,0.4619503,-196.4251,0.09832578,46.94891276034485
35200,1.496,124738400000.0,0.0,0.09802161,95.95165,4.399024,305995100.0,0.3817687,72.98031,0.07356251,32.05555358167528
35300,1.506,146217700000.0,0.0,0.279871,67.3809,5.84975,741833900.0,0.4808861,58.69695,0.08940192,42.50913966989296
35400,1.516,210862800000.0,0.0,0.1495374,-60.93283,5.084945,1310766000.0,0.3823201,-86.56394,0.04729876,43.50553642147607
35500,1.526,304088500000.0,0.0,0.3250014,-125.1556,2.863944,1916440000.0,0.3048542,-114.1173,0.1208095,42.63246245926088
35600,1.537,112979600000.0,0.0,0.1658398,-85.98356,5.524997,322095800.0,0.1804705,-113.1487,0.09269566,38.20800381492041
35700,1.547,107646500000.0,0.0,0.1246425,36.41393,4.08893,268092900.0,0.2308009,23.28381,0.06102014,28.901236384068685
35800,1.557,123310500000.0,0.0,0.05144136,-116.4468,5.267781,333061300.0,0.4162013,-116.87,0.07779176,36.22296994871223
35900,1.567,1485936000000.0,0.0,0.3666296,34.19782,3.949803,41004290000.0,0.1450739,58.00484,0.05709863,167.8538738666995
36000,1.577,469894100000.0,0.0,0.1967412,92.39327,2.450974,7077551000.0,0.3456886,96.44195,0.05684676,72.46178718632059
36100,1.587,961612300000.0,0.0,0.2764502,15.83533,3.620449,16967600000.0,0.1869736,43.4802,0.07799949,98.65188793392278
36200,1.597,265460600000.0,0.0,0.01181577,122.1791,4.270442,1360490000.0,0.2354878,129.4712,0.07684595,43.6495954345616
36300,1.607,1093956000000.0,0.0,0.3766018,-85.71962,7.052758,22944820000.0,0.2370559,-45.99379,0.06913059,125.67528695448968
36400,1.618,162929600000.0,0.0,0.08677315,76.37348,7.401571,620533600.0,0.2716255,88.33127,0.04444668,42.02633020641834
36500,1.628,255270100000.0,0.0,0.4528287,-91.89006,5.959434,2345435000.0,0.5581959,-68.12104,0.08666773,54.91786399730051
36600,1.638,231206500000.0,0.0,0.2572677,168.5058,6.306799,1049361000.0,0.1753355,176.8514,0.1240644,55.22785141308206
36700,1.648,202768300000.0,0.0,0.0970429,-91.8676,8.90662,1053183000.0,0.4120729,-34.47441,0.1147509,62.6682241333811
36800,1.658,285759100000.0,0.0,0.311541,128.4588,5.279417,1912312000.0,0.1696534,97.53804,0.1053468,53.53407190320998
36900,1.668,197242300000.0,0.0,0.3389029,58.22001,4.31398,1027129000.0,0.3324904,97.99681,0.1047137,43.47865553717046
37000,1.678,2187762000000.0,0.0,0.3071922,154.353,2.625283,80492700000.0,0.474877,131.6541,0.1762781,143.21396755042963
37100,1.688,891250900000.0,0.0,0.2708336,139.4884,7.47763,16531860000.0,0.6855612,173.3678,0.04525396,126.77718351391464
37200,1.699,139315700000.0,0.0,0.1844103,170.2123,4.2179,433948600.0,0.3589107,216.743,0.1612542,44.069712064088506
37300,1.709,291742700000.0,0.0,0.1244295,-127.5496,4.25346,1690073000.0,0.5117394,-148.0282,0.0768287,46.87514547565087
37400,1.72,102565200000.0,0.0,0.2364557,41.23283,4.280815,192834300.0,0.4253127,61.99733,0.1161643,36.93531685417624
37500,1.729,3047895000000.0,0.0,0.1805254,-18.03857,6.076786,68306820000.0,0.2819769,-19.51314,0.05319256,226.29630798336123
