,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,EINSTEIN,n_sersic
545,41519156,0,4,1.158,243.2204,0.4660453,108.6478,0.06364639,93.96055,1.96,-0.05912226,-0.06107305,22.59,21.67951,1.102829,"[-0.0004, -0.4775, 0.3161, -0.321]","[-0.6316, -0.0386, 0.1349, 0.4236]","[2.3314, -2.3131, -0.9149, 3.3832]","[0.0, 23.019, 44.32, 17.486]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1701.11646,7922.03809,-23.4699383,22.1822472,1.15799999,1730.18,489.969,0.0,15159.1,0.0,0.0,0.0,1,-22.1553670993837,-22.1282524505601,-22.9772524505601,0.0338282720005159,6562.0,4.0,0.44068682,-28.3818898810741,0.8377531,0.43552724,0.5465092,0.5465092,22.8572481089243,53.0442154743408,22.822893,1.0,0.968853279171776,0.44068682,2570951152,4523837,0.3554,229.0,203.0,0.5354,193.9,0.3372,224.7,0.417,219.3,-22.98468524169,0.4713,212.2,0.3803,4402.2354,2728.1226,-28.4056385500703,4395.072,3988.0713,3107.1455,1,1,3023.7573,4048.9795,4343.77,3344.3032,53.0534737859651,2633.338,4445.119,1.9269984,3278.0977,-0.22616327,-0.074839465,-0.074839465,-0.22054775,-0.076745,-0.077098488038962,-0.076745,0.31589735,0.10719487,-0.0744752539352474,0.10719487,-0.0744752539352474,-0.219474447525987,-0.077098488038962,-0.227204973106264,-22.984018,1.0,82669380000.0,1811503836664.79,82669380000.0,1.0064776,-0.0016211603650881,0.0118452075380804,-0.0160172063185006,-1.18438231976253,0.519875393342334,-1.18438230417451,0.806366747974302,-1.18438230417451,0.806366747974302,4.62579287926398,-0.262402522688473,0.665186183253773,0.0,10.9173446805383,10.9173446805383,0.0028041137456386,12.2580392581832,0.48246942936415,3.998976268116972
549,9900618,0,2,0.63,224.9055,0.09647498,11.74121,0.0846621,-73.41432,2.44,-0.172086,-0.1370736,22.35,21.46459,1.705247,"[-0.6374, 0.5225, 0.0, 0.0]","[-0.8768, 0.3732, 0.0, 0.0]","[6.4496, -2.2603, 0.0, 0.0]","[0.0, 39.761, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1409.81836,3745.74634,-22.8685799,20.6291103,0.629999995,1673.45,1005.43,0.0,19802.9,0.0,0.0,0.0,1,-23.5036439769576,-22.8669459187432,-23.6659459187432,0.0503216339996819,9439.0,4.0,1.4364052,-28.6025551216545,2.2357376,1.8082435,1.5352758,1.5298642,26.535163829076,53.0402072651223,26.557411,1.0,1.02070195338218,1.4398364,2578574067,9973530,0.3754,274.0,240.1,0.5684,228.3,0.3559,268.3,0.4414,261.3,-23.7098939972767,0.4995,251.9,0.402,5616.9946,1583.767,-28.6326938282506,4870.691,4040.9744,3706.1711,1,1,3586.4941,4115.674,4802.5947,4027.2585,53.0494320781149,1517.7572,5682.9326,2.4645119,3931.7295,0.044666797,0.02855649,0.02907495,0.095810935,0.0135546625,-0.0250403545356619,0.013312957,0.1057112,0.0320793,-0.0196939347806418,0.03150727,-0.0200514898964617,-0.0660758473009514,-0.024593838744945,-0.0825156959010833,-23.298,0.77705616,182135490000.0,5757151514681.69,182445970000.0,310478430.0,-0.0385748875189882,0.0049212541881527,0.0094293736057884,0.567277342029567,0.808790575844725,0.567277354651308,0.938910235329675,0.567277342280325,0.937835587675925,12.567387043519,0.186186404346657,1.09924499045099,-0.109547592400222,11.2611342747925,11.260394578466,8.4920314336354,12.7602076592144,0.875249232638052,4.0008794220376105
550,21658547,0,2,0.868,198.1527,0.2675283,-88.46676,0.1015179,-110.7366,2.01,-0.006299315,0.4018875,22.27,23.10793,1.128952,"[0.0896, 0.0053, 0.0, 0.0]","[1.0006, -0.1252, 0.0, 0.0]","[1.6603, -0.4622, 0.0, 0.0]","[0.0, 85.964, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1589.88232,5547.77344,-22.7148781,21.8737144,0.867999971,1725.65,738.972,0.0,15634.6,0.0,0.0,0.0,1,-22.8324339020451,-22.5062257535528,-23.3452257535528,0.0268090733607769,7536.0,4.0,0.5557496,-28.1766799539558,0.9238245,0.909916,0.57799476,0.57799476,23.4823271122023,52.6049334099489,23.41103,1.0,0.936442425970027,0.5557496,2575026076,2126876,0.2989,150.4,133.2,0.4523,127.1,0.2834,147.6,0.3513,144.0,-23.355882738795,0.3976,139.2,0.32,6051.1714,3679.3638,-28.195233318109,6256.944,5325.9233,4222.045,1,1,4118.481,5400.329,6190.209,4620.78,52.6244327119912,3562.8374,6104.911,1.9854001,4537.0723,0.0024888446,-0.01853456,-0.01853456,-0.0071648033,0.0064383675,0.0196107629590776,0.0064383675,0.007584771,0.01962097,-0.0006327998482206,0.01962097,-0.0006327998482206,-0.0002446179803344,0.0196107629590776,0.0075808255032853,-22.91557,1.0,70839330000.0,3628216585374.65,70839330000.0,12.760313,-0.0101610590762761,-0.0137154217750339,-0.0335195546021158,-0.618232776940779,0.984944649042816,-0.618232786545511,0.961513206877757,-0.618232786545511,0.961513206877757,4.88017821676409,-0.238076098799887,0.688435682073196,0.0,10.8502744449703,10.8502744449703,1.10586132740283,12.5596932042496,0.484247897463113,4.00110060137237
552,11730486,0,2,0.674,217.2701,0.1846183,-1.767565,0.06351575,-54.59605,1.82,-0.03140098,0.2800166,22.99,22.85184,1.400836,"[0.0044, -0.3491, 0.0, 0.0]","[-0.4051, 0.9504, 0.0, 0.0]","[-1.1357, 3.4008, 0.0, 0.0]","[53.073, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1451.3291,4067.02466,-22.8109798,20.9094028,0.674000025,1740.61,879.072,0.0,13842.0,0.0,0.0,0.0,1,-22.0419941995237,-21.5571828391245,-22.4391828391245,0.0383179408057021,6291.0,4.0,0.45881313,-28.3537227428798,0.73325753,0.64371383,0.46887493,0.46887493,22.9804490314987,53.5344269249459,22.960142,1.0,0.98147047984061,0.4588131,2570377781,1094135,0.4201,531.3,466.8,0.6356,444.4,0.3983,520.6,0.4938,507.2,-22.4090224903934,0.5587,489.4,0.4498,2883.498,1915.8977,-28.375275274548,2847.9746,2798.1096,2141.1692,1,1,2073.6692,2848.447,2809.1118,2248.7502,53.5377236300188,1837.3964,2916.5964,1.7963649,2196.736,-0.041343432,-0.008371918,-0.008371918,-0.05019512,-0.0068955678,0.0044036721260099,-0.0068955678,0.06502945,0.010846099,-0.0099118884592444,0.010846099,-0.0099118884592444,-0.0594282478367587,0.0044036721260099,0.0264028917973011,-22.821331,1.0,79725200000.0,3354942541881.69,79725200000.0,7.9475256e-05,0.0104188243640072,0.0406343895846066,-0.0102668216308312,-1.1298975972686,0.877882343000756,-1.12989761899402,0.978540553034054,-1.12989761899402,0.978540553034054,3.98488558228728,-0.328942987678578,0.600415856047151,0.0,10.9015956173949,10.9015956173949,-4.09976806449267,12.5256850866638,0.686618323712465,4.000738185564537
554,36100100,0,4,1.086,241.5461,0.373827,3.928041,0.06553522,43.14385,2.2,0.05548546,0.009317023,22.95,21.97046,1.356656,"[-0.0107, -0.5908, 0.7085, -0.2352]","[-0.5507, -0.1915, 0.1988, 0.4767]","[-2.3967, 4.4108, 2.8785, -2.465]","[29.208, 20.373, 0.0, 30.003]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1681.59204,7317.27295,-23.3978214,22.0099258,1.08599997,1704.92,608.731,0.0,17458.4,0.0,0.0,0.0,1,-22.1740222282764,-22.0325847253765,-22.8465847253765,0.0381416364924956,8482.0,4.0,0.2652232,-28.4908702567863,0.96845996,0.34641114,0.5216957,0.5216948,24.3608075338432,53.0921745022414,24.331987,1.0,0.97380486267332,0.26522347,2576739906,446072,0.3818,246.4,221.7,0.5812,212.9,0.3617,242.3,0.4498,237.2,-22.8103492103659,0.5099,230.4,0.4092,3616.4456,1921.0161,-28.5200840704781,3773.066,3071.2993,2536.7114,1,1,2467.5557,3119.1182,3728.562,2815.4126,53.1010378387675,1853.7692,3652.379,2.1880932,2758.6018,-0.22026868,0.28843713,0.2884374,0.41868043,-0.15174754,0.259620609779923,-0.1517474,0.4730873,0.3259194,-0.19702922773127,0.3259191,-0.197029407896492,-0.2859974449732,0.259620372380819,0.376851515985111,-22.43929,0.99996644,48798314000.0,2394529815076.06,48798323000.0,6380.2417,-0.0128252317082946,0.0005052599885533,-0.0134419187275858,1.02755347737451,0.357692785335395,1.02755347995348,0.50838766813235,1.02755347717349,0.508387322145965,4.35609950699074,-0.282582742871201,0.639097791846685,-1.45751673853447e-05,10.6884048973232,10.6884048172251,3.80483713122712,12.3792202489553,0.599948484920289,4.000778501203818
555,40441834,0,2,1.144,244.9063,0.3731333,-29.10986,0.1082025,125.0725,2.04,0.2719622,-0.1695872,22.65,22.0705,1.24985,"[0.7707, -0.2451, 0.0, 0.0]","[-0.608, 0.1202, 0.0, 0.0]","[1.7053, -2.0069, 0.0, 0.0]","[0.0, 131.722, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1697.70044,7803.88135,-23.47756,22.1279945,1.14400005,1722.69,525.36,0.0,15920.4,0.0,0.0,0.0,1,-22.2157698259311,-22.1601778964202,-22.9951778964202,0.0182839822964675,8076.0,4.0,0.27733248,-27.9714972216051,0.40148735,0.26703203,0.33144203,0.33144203,22.8759846020422,53.6102636955445,22.923325,1.0,1.04456625846959,0.27733248,2575619752,413545,0.2498,220.0,197.2,0.3795,189.1,0.2367,216.2,0.2941,211.5,-22.9882374448234,0.3332,205.2,0.2676,4340.902,2617.3506,-27.9869956501994,4589.9644,3804.1475,3043.0056,1,1,2966.1833,3858.9495,4539.686,3353.0222,53.6117984042217,2532.2144,4380.634,2.0569155,3290.3835,-0.07152007,0.08307315,0.08307315,0.1879781,-0.031606857,-0.0887860930852824,-0.031606857,0.20112406,0.08888274,0.0041437406625888,0.08888274,0.0041437406625888,0.0093764657048345,-0.0887860930852824,-0.200905371418754,-23.129726,1.0,77905380000.0,2123839182242.25,77905380000.0,8.913435,0.0238633876365915,0.0013971890016808,0.021272986227623,0.967177082366306,0.665106936760515,0.967177066219684,0.836745064057463,0.967177066219684,0.836745064057463,2.78865212680604,-0.47959241975593,0.445394341146141,0.0,10.8915674502738,10.8915674502738,0.950045101798732,12.3271216287423,0.526795762124327,3.9989603757464627
556,1259006,0,2,0.292,182.3896,0.540672,60.22117,0.09008741,-6.480882,2.69,-0.4388532,-0.2008619,21.81,22.14828,1.644204,"[-1.1764, 0.3234, 0.0, 0.0]","[-0.6609, 0.0129, 0.0, 0.0]","[1.8272, -0.7323, 0.0, 0.0]","[0.0, 32.906, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",901.626099,1505.05212,-22.0654392,19.1143188,0.291999996,1636.87,1321.18,0.0,22287.8,0.0,0.0,0.0,1,-24.6383360137376,-23.6255530520388,-24.5025530520388,0.0786889483444853,10913.0,4.0,0.56476414,-28.1634654213505,0.7547528,0.43285003,0.7057739,0.7057739,24.3597144426266,53.2649658329314,24.32394,1.0,0.967587688474827,0.56476414,2581222575,8766204,0.3087,225.0,200.4,0.4656,191.8,0.2928,220.9,0.3624,215.8,-24.487402744033,0.4097,209.1,0.3304,8617.153,2055.4624,-28.1839161534091,7594.757,7185.609,5485.7153,1,1,5345.82,7291.8716,7510.414,6857.6274,53.273254542610495,1987.659,8697.545,2.7672167,6727.148,0.027788643,0.11039949,0.11039949,0.26962435,0.011378246,0.0641010127374588,0.011378246,0.27105257,0.11098429,0.0906011720869736,0.11098429,0.0906011720869736,0.221271685121174,0.0641010127374588,0.156551386474068,-24.147018,1.0,489810720000.0,14143389511391.6,489810720000.0,17.347563,0.0020174747913637,-0.0010890071981821,-0.0166136519144419,0.734047325188842,0.573499033980686,0.734047322414844,0.800205479145859,0.734047322414844,0.800205479145859,5.63048861168977,-0.151334406185124,0.750546084398951,0.0,11.690028285864,11.690028285864,1.2392384733638,13.1505535020839,0.773286504856237,4.00016072821436
559,22862224,0,2,0.888,241.5461,0.2701811,166.0379,0.03502176,-34.02512,2.39,0.1833507,-0.04421832,21.67,20.58406,1.656133,"[1.0158, -0.6342, 0.0, 0.0]","[-0.3143, -0.1719, 0.0, 0.0]","[2.7188, -8.2385, 0.0, 0.0]","[0.0, 58.441, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1600.73645,5705.89551,-23.249321,21.4202995,0.888000011,1680.37,788.868,0.0,19311.0,0.0,0.0,0.0,1,-23.8710238082432,-23.5002741964893,-24.3002741964893,0.125451512659384,8964.0,4.0,0.7555512,-28.6306880571848,1.5288049,0.98673964,0.86055607,0.86055607,23.2306474812308,53.6596600470089,23.220623,1.0,0.99080961874683,0.75555116,2577398662,9017163,0.2969,163.0,142.5,0.4477,135.3,0.2816,159.6,0.3485,155.3,-24.2333076259284,0.394,149.7,0.3177,13086.619,5100.7617,-28.6545095240497,12459.772,10250.408,8891.416,1,1,8671.302,10394.541,12326.805,9676.632,53.6700784288378,4938.587,13204.517,2.2839172,9500.333,0.16837053,0.04054966,0.04054966,0.13448302,0.0507675,-0.0490810078227321,0.0507675,0.21548624,0.06497395,-0.0425754494970217,0.06497395,-0.0425754494970217,-0.141201567971048,-0.0490810078227321,-0.162777265866655,-22.978222,1.0,88832760000.0,5980975969352.11,88832760000.0,4.382098,-0.0081856534683854,0.0305972346882947,-0.0051262724167413,0.336983809423146,0.645432042130691,0.336983846123039,0.877980210535643,0.336983846123039,0.877980210535643,7.1399154690578,-0.0652208277207495,0.853693070104036,0.0,10.9485731556826,10.9485731556826,0.641682085772225,12.7767720574867,0.788845527210368,4.0016768769199755
560,66272329,0,2,1.452,333.4264,0.1775024,143.4801,0.03220315,33.28143,3.08,0.2113635,-0.18458,22.79,21.31773,2.201642,"[1.127, -0.5528, 0.0, 0.0]","[-0.8032, 0.62, 0.0, 0.0]","[3.8807, -3.9545, 0.0, 0.0]","[0.0, 218.774, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1743.0636,10479.8291,-24.5179214,22.0358505,1.45200002,1576.27,528.718,0.0,26239.2,0.0,0.0,0.0,1,-22.8527529290818,-22.9454277452194,-23.8624277452194,0.149384994954728,11434.0,4.0,0.93624264,-28.6315873576372,1.349645,1.3143332,0.9585148,0.9579039,26.2853877415948,53.6672950392902,26.2641,1.0,0.980583433568332,0.9368344,2582885329,5074825,0.3925,138.6,123.5,0.5984,118.2,0.3718,136.1,0.4627,133.0,-23.7227357726942,0.5248,128.8,0.4208,6583.382,963.49164,-28.6561629436923,5693.82,5667.721,3981.353,1,1,3881.2253,5751.171,5630.1895,5371.9155,53.6798899772336,931.7548,6644.902,3.0270658,5270.086,0.0035510284,0.011017878,0.011020621,0.0127707785,0.0030643817,-0.0080886710532206,0.0030636187,0.013255285,0.011438729,0.0080861212051583,0.011435881,0.008088134967526,0.0093725913649638,-0.0080866571573797,-0.0093732125850809,-23.449402,0.9208582,156126100000.0,2056760127579.85,156139880000.0,13788876.0,-0.0024172875094889,0.0328784938576342,-0.0103899609414996,0.649794263489645,0.973836237696958,0.649794269623387,0.977386837625671,0.649794257641225,0.977381271395035,7.46444541384813,-0.0184011769865347,0.872997546467925,-0.0358072402687011,11.1935138412554,11.1934755112525,7.13952886611111,12.3131836444692,1.07395464451377,3.997935967866787
563,55542863,0,4,1.33,267.3006,0.1231675,-84.07325,0.02673714,-136.2116,2.81,-0.01248193,-0.002670802,24.35,21.74954,1.479615,"[-0.2836, 0.6961, -0.6937, 0.0134]","[-0.706, -0.0826, 0.198, 0.7435]","[10.9694, -8.8, -13.1018, 13.1951]","[0.0, 11.991, 6.633, 2.511]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1731.95251,9402.59668,-23.8465786,22.3496609,1.33000004,1618.52,559.344,0.0,23494.6,0.0,0.0,0.0,1,-21.1748402373819,-21.1826840577874,-22.0896840577874,0.0241101627233589,10820.0,4.0,0.30244967,-27.7585456317667,0.6347262,0.44700012,0.32033044,0.31646687,26.0468484435252,53.4412319554141,26.011652,1.0,0.968102674038873,0.30502337,2581190393,5137984,0.3384,142.7,124.5,0.5105,118.2,0.321,139.6,0.3973,135.8,-22.0885526172954,0.4492,130.8,0.3622,1005.27545,212.95404,-27.7680867175604,870.0666,846.5297,632.5354,1,1,618.25006,857.62396,861.4695,797.95996,53.4448529382465,206.71138,1013.60834,2.8340836,784.48,0.062279716,-0.021139314,-0.022846956,-0.16198285,0.0087842755,0.0242263474668085,0.008127715,0.1735431,0.024477478,-0.0032358913098492,0.022647966,-0.0034972880026481,-0.0247954541415518,0.022415605228358,0.171762602100741,-21.372986,0.91570073,14495995000.0,3295082513307.04,14518453000.0,22458786.0,0.0064835400196152,0.0198564002689015,-0.0165552622332769,-0.601868739621094,0.704240776599418,-0.601868743776789,0.955707210304258,-0.60186873379107,0.952214708798452,2.5400538848936,-0.494401789728669,0.404842929873371,-0.0382464395919163,10.1619203429924,10.1612480305347,7.35138627695881,12.5178662943853,0.711136988815036,4.001123782795681
564,7132565,0,2,0.554,292.4152,0.4727478,-144.5031,0.03676262,-48.15986,2.09,0.4260723,0.2009083,23.27,22.35581,3.052739,"[1.8149, -1.1328, 0.0, 0.0]","[0.998, 0.2041, 0.0, 0.0]","[2.321, -4.3455, 0.0, 0.0]","[0.0, 143.525, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1327.20374,3205.08569,-23.5001392,19.5830593,0.55400002,1717.49,1050.02,0.0,16398.8,0.0,0.0,0.0,1,-22.2500603262001,-21.5956122469191,-22.4256122469191,0.0130158647788831,8073.0,4.0,0.3777768,-28.5293038400516,0.5707879,0.3745851,0.4422413,0.4422413,24.3422293995961,53.4056740181053,24.294834,1.0,0.957286413082647,0.3777768,2575619260,3643998,0.4476,140.6,123.7,0.678,117.8,0.4243,137.8,0.5263,134.3,-22.4385417375101,0.5958,129.6,0.4793,2466.8098,1470.1486,-28.5574354197631,2607.176,2152.3105,1726.8667,1,1,1688.5039,2179.5308,2582.0918,1907.7124,53.4105513677458,1428.0798,2486.66,2.088503,1876.3475,0.11731636,0.06484873,0.06484873,0.17120098,0.044437926,0.0264093406882341,0.044437926,0.20754012,0.07861353,0.0740448065061124,0.07861353,0.0740448065061124,0.195478678230831,0.0264093406882341,0.0697207981799173,-23.341984,1.0,192008850000.0,1668350136608.45,192008850000.0,0.02832967,0.0039818216610568,-0.0123897611701201,-0.0221491106861191,0.485017453066705,0.656259661299002,0.48501746758837,0.854232257387886,0.48501746758837,0.854232257387886,3.714553429645792,-0.354340702000279,0.569906609564093,0.0,11.2833212465035,11.2833212465035,-1.54775848435756,12.2222872012413,1.50555189454785,3.99874910583988
567,18066545,0,2,0.804,216.2719,0.1978333,-101.9935,0.03864626,14.62894,2.4,0.05308286,-0.3751579,22.83,22.90495,1.384808,"[0.0362, -0.0791, 0.0, 0.0]","[-1.0624, 0.3176, 0.0, 0.0]","[2.6381, -0.9333, 0.0, 0.0]","[0.0, 79.406, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1551.27429,5048.4917,-22.8964005,21.4234085,0.80400002,1678.98,855.889,0.0,19409.0,0.0,0.0,0.0,1,-22.8060157801593,-22.3496671538565,-23.1496671538565,0.0564146536628279,9547.0,4.0,0.52076143,-28.258165918217,0.7483901,0.66846997,0.5293782,0.5293782,23.6308633048226,53.0386467842493,23.57786,1.0,0.952354480820388,0.52076143,2578606941,8338125,0.3276,585.2,511.9,0.493,486.4,0.3109,573.0,0.3843,557.7,-23.2017725105666,0.4341,537.5,0.3505,3705.7937,1065.0524,-28.2822990514329,3200.5872,2680.6125,2447.6577,1,1,2384.043,2720.2075,3164.6758,2626.7937,53.0513553816545,1029.3342,3740.6729,2.4216251,2576.748,-0.0031263498,0.008192736,0.008192736,0.056319788,-0.0004547843,0.007029804524133,-0.0004547843,0.056406494,0.008205349,0.0042319728759827,0.008205349,0.0042319728759827,0.0290920915731484,0.007029804524133,0.0483253846257034,-23.161194,1.0,157251700000.0,4039428955583.1,157251700000.0,48.685802,-0.023468470997621,-0.0172268802996109,-0.0251227830082432,0.813125047851685,0.893210625887007,0.813125044401941,0.983722861635642,0.813125044401941,0.983722861635642,4.34791866168019,-0.276233947081975,0.638281410963043,0.0,11.1965953491674,11.1965953491674,1.6874023285234,12.6063199742769,0.686696131786147,3.998957949091789
568,12166154,0,2,0.684,203.7042,0.3070097,116.802,0.05413298,11.36325,1.66,-0.1081384,0.07728127,20.55,19.21735,1.149368,"[-0.5545, 0.4472, 0.0, 0.0]","[0.4582, -0.1054, 0.0, 0.0]","[3.4124, -4.7568, 0.0, 0.0]","[0.0, 22.769, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1460.16064,4140.80566,-22.6493607,21.1200638,0.684000015,1746.99,822.59,0.0,12361.0,0.0,0.0,0.0,1,-24.2262680171274,-23.7831659863385,-24.6511659863385,0.135873547416053,4835.0,4.0,0.9970723,-28.5741935626075,1.5305394,1.4478571,1.0071628,1.0071628,22.5014234645083,53.7168916860729,22.49274,1.0,0.992034707306582,0.9970723,2568415312,8521477,0.2556,194.6,173.2,0.3886,165.6,0.2422,191.1,0.301,186.6,-24.5336583929176,0.3411,180.7,0.2739,27331.963,17470.219,-28.5947859831178,28555.918,27917.756,20878.785,1,1,20368.256,28307.309,28254.604,23467.215,53.722839235833,16919.44,27573.451,1.5917828,23048.146,0.024377378,0.0024086859,0.0024086859,0.013281488,0.0044209994,0.0042446789326627,0.0044209994,0.027760664,0.005034581,0.002707342767324,0.005034581,0.002707342767324,0.014928280126131,0.0042446789326627,0.0234051472599112,-23.53786,1.0,214273950000.0,5262655626456.34,214273950000.0,9.17452,-0.0073140814496637,-0.0177354716943166,-0.0041898678773595,0.249432014322343,0.945978348361591,0.249432000686658,0.989981278536254,0.249432000686658,0.989981278536254,8.56995336761242,0.0030996765387625,0.932978458767574,0.0,11.3309693756199,11.3309693756199,0.962583351746531,12.7212049519244,0.562711072920017,4.000986944571992
571,52150131,0,4,1.29,327.3407,0.1238121,175.1245,0.04318103,-173.3653,2.37,0.05250835,-0.06046599,23.99,22.18146,1.844182,"[-0.2043, -0.7664, 1.0471, -0.5264]","[0.8134, -0.6084, -0.2734, -0.8083]","[-3.8509, 24.4524, 5.2895, -23.6861]","[71.769, 34.826, 0.0, 35.073]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1726.54822,9054.19141,-24.3481007,21.7261467,1.28999996,1683.11,509.874,0.0,19114.9,0.0,0.0,0.0,1,-21.1268601917015,-21.1613227756124,-21.9613227756124,0.0031424013636502,9245.0,4.0,0.20785458,-28.0620469045556,0.36329827,0.35771337,0.20978972,0.20898868,23.9313391045151,53.6822952819642,23.859232,1.0,0.935744186677576,0.20864038,2577900819,6591756,0.3724,78.35,68.52,0.5595,65.1,0.3534,76.72,0.4365,74.67,-21.9643939418795,0.4929,71.96,0.3982,1273.5481,385.26816,-28.0783731055783,1111.3895,933.1349,844.2121,1,1,818.3717,949.41003,1096.6881,903.1184,53.6866903693568,370.0762,1287.7417,2.3706653,882.8363,0.006372546,0.0015466408,0.0015614757,0.004403378,0.0022597597,-0.001459105637843,0.0022382909,0.007745907,0.0027467655,0.0023050629074866,0.0027206696,0.0023271724172217,0.0065626503300768,-0.0014452432742012,-0.0041146930175628,-21.55904,0.98966604,10182415000.0,369590225847.887,10190383000.0,7967924.0,0.0096401783053812,0.0234304730260517,-0.0340744947276734,0.302327337696735,0.984627261154598,0.302327307726628,0.994573424409541,0.302327327776388,0.99452151727021,1.7297348976099,-0.678215796679433,0.237979547448205,-0.004511332123242,10.008190507035,10.0078507934023,6.90134518302884,11.5677204773845,0.934852013142477,4.0003127907808045
573,484919,0,2,0.208,238.7811,0.3016958,0.1070952,0.04884345,-59.03145,1.4,-0.4222123,0.2738724,23.67,22.83653,2.726166,"[0.5608, -1.6779, 0.0, 0.0]","[-0.6545, 0.9012, 0.0, 0.0]","[-2.1547, 2.5414, 0.0, 0.0]","[41.042, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",701.710144,1023.98029,-22.7091198,17.5503387,0.208000004,1739.25,1386.06,0.0,10018.1,0.0,0.0,0.0,1,-21.1259268083671,-20.2626627602276,-21.0346627602276,0.0026550820667304,4090.0,4.0,0.51272565,-27.6551450248082,1.0224764,0.5325283,0.5581209,0.5581209,23.6955298951279,53.3477460117375,23.702166,1.0,1.00613042802549,0.51272565,2567264418,8871243,0.5806,324.0,283.0,0.8759,268.7,0.5508,317.2,0.6817,308.6,-21.0369279833471,0.7707,297.3,0.6214,1170.1285,869.81287,-27.666803898191,1219.6827,1197.2938,913.2521,1,1,892.7489,1212.5537,1207.8641,1155.043,53.3487388394811,844.6077,1179.5967,1.398615,1136.1288,-0.23792858,-0.027790554,-0.027790554,-0.20655333,-0.032011915,-0.0061574625246663,-0.032011915,0.31507823,0.042391952,0.0419423802425863,0.042391952,0.0419423802425863,0.311736785207346,-0.0061574625246663,-0.0457653466820945,-22.518137,1.0,71402410000.0,9195624580687.32,71402410000.0,0.32552627,-0.0072920613163664,-0.0130343920865504,0.0029393224749297,-1.21333298046299,0.520822079871042,-1.21333300263501,0.918664084253756,-1.21333300263501,0.918664084253756,4.71623173017742,-0.25327171411706,0.673595135834602,0.0,10.8537128704882,10.8537128704882,-0.487413958076813,12.963581232512,1.30861653438553,4.0015461299269
