,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,EINSTEIN,n_sersic
1413,8454222,0,2,0.592,260.6154,0.2811838,-14.23513,0.06418201,115.7643,2.4,-0.06199244,0.7318341,21.97,22.75118,2.467002,"[-0.0145, -0.6158, 0.0, 0.0]","[-0.4497, 1.9429, 0.0, 0.0]","[-0.487, 2.5046, 0.0, 0.0]","[178.473, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1370.33618,3473.06763,-23.2266407,20.0689278,0.592000008,1678.98,1037.34,0.0,19409.0,0.0,0.0,0.0,1,-23.8780157921593,-23.2096671538565,-24.0096671538565,0.124356976515142,10033.0,4.0,0.53532165,-27.5729188872324,0.85072005,0.6528895,0.57057464,0.57057464,23.7271019159438,53.1775428653502,23.662598,1.0,0.942319755571106,0.5353217,2579224241,2023748,0.2652,265.8,236.5,0.4006,226.2,0.2515,261.0,0.3115,254.9,-24.0959635438562,0.3523,246.8,0.2839,7943.1904,2225.451,-27.5798580727635,6925.3203,5736.467,5235.972,1,1,5082.529,5832.6084,6837.478,5760.9146,53.1872050983704,2141.193,8027.6255,2.489541,5636.8228,0.12790208,-0.007474877,-0.007474877,-0.030851845,0.030988498,0.0316955763084104,0.030988498,0.13157043,0.031877276,0.0033986967166351,0.031877276,0.0033986967166351,0.0140277980447996,0.0316955763084104,0.130820482213579,-23.082375,1.0,110448976000.0,3662050514569.01,110448976000.0,0.5339958,-0.0186566118347754,-0.0230140664484042,-0.0305768388496685,-0.11834654151676,0.767455161934937,-0.118346539009117,0.938214983904516,-0.118346539009117,0.938214983904516,4.66126643039112,-0.243687535084861,0.668503927206719,0.0,11.0431616937737,11.0431616937737,-0.272462158784172,12.563724330694,1.20856006501968,3.9996488520236024
1414,3332193,0,2,0.416,181.9701,0.4716761,-64.87996,0.05698463,89.83952,3.04,-0.09949611,-0.2478188,21.29,21.53636,1.383632,"[0.0053, 0.3094, 0.0, 0.0]","[-1.0762, 0.2736, 0.0, 0.0]","[2.0233, -0.797, 0.0, 0.0]","[0.0, 26.946, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1134.71082,2275.15869,-22.152401,20.0486584,0.416000009,1582.61,1184.9,0.0,25830.7,0.0,0.0,0.0,1,-25.35468086856,-24.4167041711717,-25.3307041711717,0.220238170055793,11307.0,4.0,0.36299905,-27.6214540737937,0.73323435,0.2935364,0.4197871,0.4197871,25.074943737433,53.7224877783046,25.012577,1.0,0.944176806293284,0.36299905,2582710923,6748817,0.2043,77.03,67.73,0.3077,64.49,0.1939,75.49,0.2397,73.55,-25.1297363457287,0.2709,70.99,0.2186,16217.418,2730.554,-27.635030291546,13984.681,13813.034,9994.017,1,1,9705.886,14046.298,13806.335,13063.849,53.7322853576055,2627.8655,16390.938,2.9499068,12780.602,0.37927523,0.0336838,0.0336838,0.19883278,0.06425213,0.0333911871313002,0.06425213,0.4282338,0.07254609,-0.0644046845406251,0.07254609,-0.0644046845406251,-0.380175747726659,0.0333911871313002,0.197105530842487,-22.330742,0.9999999,51397456000.0,1423691787538.03,51397456000.0,70.52658,-0.0116424141638213,0.0106393380031072,-0.0292581828003899,0.2414271001403,0.400330969063584,0.241427122084267,0.864721736558521,0.241427122084267,0.864721736558521,3.29308309621764,-0.376970911358421,0.517602689647063,-4.34294503389384e-08,10.7109416234213,10.7109416234213,1.84835282439274,12.153415979849,0.714003513962484,4.000568290599842
1415,1415759,0,2,0.304,275.4229,0.2779012,162.0598,0.03259355,66.26065,2.5,0.5175085,-0.2564923,21.93,20.75188,3.534992,"[2.1484, -1.0026, 0.0, 0.0]","[-0.9174, 0.6849, 0.0, 0.0]","[2.9597, -3.4182, 0.0, 0.0]","[0.0, 85.563, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",927.175232,1576.58362,-23.1556015,18.1369839,0.30399999,1664.95,1319.51,0.0,20395.6,0.0,0.0,0.0,1,-24.313682439819,-23.3415973743811,-24.1415973743811,0.0268168019173978,9731.0,4.0,0.2556439,-28.2799405039774,0.4139159,0.32397392,0.28170967,0.28170967,24.2625876832343,53.594574434831,24.240553,1.0,0.979909769676735,0.2556439,2579142897,8095544,0.2266,175.1,157.4,0.3421,151.1,0.2149,172.2,0.2661,168.5,-24.14749390767,0.3009,163.6,0.2425,8493.155,2367.4312,-28.3031134923538,7480.1763,6179.1323,5578.9517,1,1,5407.3115,6288.183,7380.4814,6301.185,53.6001529375893,2273.3435,8588.008,2.5261605,6158.4287,0.008848213,0.048379704,0.048379704,0.121569216,0.0035212361,-0.0037707724446841,0.0035212361,0.12189079,0.04850768,-0.0483608955847755,0.04850768,-0.0483608955847755,-0.121521950655912,-0.0037707724446841,-0.0094752509732642,-22.492495,0.99999994,47781982000.0,3693281833825.35,47781982000.0,150.21877,0.0224790127532085,0.0328525911467745,-0.0109830470634231,0.749070552885612,0.78270471103272,0.749070554056075,0.907472917194844,0.749070554056075,0.907472917194844,2.29458081166373,-0.550198245113763,0.360703357494442,-2.60576696822096e-08,10.6792641603534,10.6792641603534,2.17672420163035,12.5674124498673,1.73142654467978,3.9997428618110265
1417,951997,0,2,0.264,208.4491,0.5120864,113.6825,0.04732209,14.47867,1.73,0.2128475,0.2236481,22.81,23.07935,1.720702,"[-0.4948, 0.2861, 0.0, 0.0]","[-0.3179, 1.2154, 0.0, 0.0]","[-0.7803, 3.1683, 0.0, 0.0]","[23.565, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",839.220947,1340.81982,-22.3947582,18.506094,0.263999999,1745.01,1356.45,0.0,13005.4,0.0,0.0,0.0,1,-22.49661857148,-21.6194152616791,-22.4884152616791,0.0660584947031823,5552.0,4.0,0.42783678,-28.2562816418675,0.67191774,0.65720314,0.43175492,0.43175483,23.328277981172,53.4334629751113,23.28501,1.0,0.960931790081188,0.42783692,2569420851,2243279,0.3835,375.3,329.8,0.5798,314.0,0.3637,367.8,0.4507,358.3,-22.5544244584617,0.5098,345.8,0.4106,3447.9883,2248.0012,-28.2749785946348,3446.6516,3373.3447,2594.1265,1,1,2509.5725,3436.1206,3398.1511,2772.2695,53.43726307449911,2152.9458,3488.8467,1.7325516,2706.178,-0.0029183375,0.004396804,0.0043968074,0.010679345,-0.0012015128,-0.0044888304782888,-0.0012015118,0.011070912,0.0045580203,-0.0007911692840577,0.004558017,-0.000791169849856,-0.0019216613975792,-0.0044888272681403,-0.0109028576505713,-22.73884,0.9999947,107035240000.0,2043152551301.41,107035240000.0,2731.1943,-0.0071029067546511,0.0005755054114776,-0.0201506617195779,0.918776420408297,0.978100621124287,0.918776430717374,0.990925329148794,0.918776438218118,0.990925322126258,3.67356995568235,-0.3647627047931,0.565088314515919,-2.30176685376865e-06,11.0295267871979,11.0295267871979,3.43635259739942,12.3103007942952,0.972743654131629,3.997373794013263
1423,3089362,0,4,0.404,239.8833,0.05378148,-48.45155,0.02635421,149.7946,1.21,-0.04543838,-0.05726238,22.53,18.72016,1.913238,"[-0.9966, 0.5499, -0.1365, -0.5569]","[-0.3071, 0.6956, -1.0241, -0.865]","[33.4147, -5.6584, 52.5111, -78.1453]","[0.0, 10.317, 0.101, 0.14]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1114.92297,2197.75415,-22.8682003,19.2456951,0.404000014,1712.65,1004.34,0.0,8364.75,0.0,0.0,0.0,1,-21.6782648139607,-21.0557744858543,-21.7597744858543,0.0320176319982878,3232.0,4.0,0.4512604,-28.072139573473,0.69285786,0.3299544,0.5760638,0.5760638,21.2195004542693,52.7497587402833,21.173616,1.0,0.958619771402869,0.45126045,2566187640,9467929,0.4221,215.7,191.0,0.6363,182.3,0.4005,211.7,0.4955,206.5,-21.738869980196,0.56,199.7,0.4517,2788.859,1945.9196,-28.0845429410949,2594.7673,2654.5308,2094.127,1,1,2036.58,2696.2695,2563.8782,2619.501,52.7574098351866,1876.5658,2816.5593,1.2342514,2566.595,-0.23602703,-0.09070547,-0.09070547,-0.26491696,-0.08081379,0.117609576014731,-0.08081379,0.35480946,0.12148395,0.0304358041833307,0.12148395,0.0304358041833307,0.0888916698738083,0.117609576014731,0.343493851587658,-23.510063,1.0,129964960000.0,739180497847.887,129964960000.0,0.00054703443,0.0146572117002086,0.0068298334183004,-0.02148320952575,-1.1492936606649,0.476222343844194,-1.14929367091954,0.78335141922897,-1.14929367091954,0.78335141922897,4.79651775000496,-0.239529415094954,0.680926055960156,0.0,11.1138262774615,11.1138262774615,-3.26198533858715,11.8687505001645,0.971862126397344,3.999432345988098
1425,6996983,0,2,0.55,280.5434,0.122367,-179.2979,0.04567595,-110.2077,1.83,-0.002644166,0.5905192,22.17,21.99537,2.738125,"[0.0302, 0.1858, 0.0, 0.0]","[-0.7544, 1.9793, 0.0, 0.0]","[-1.1745, 3.3108, 0.0, 0.0]","[155.314, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1322.44678,3177.17822,-23.3884182,19.6717892,0.550000012,1740.0,1015.69,0.0,13935.5,0.0,0.0,0.0,1,-23.00061276618,-22.3898797337746,-23.2718797337746,0.0759206746780632,5974.0,4.0,0.3982365,-28.5745429386981,0.7229311,0.39566964,0.46130294,0.4613029,23.0612924503462,52.6701060714798,23.09673,1.0,1.03317700403396,0.39823657,2569882212,6513073,0.3153,180.4,162.1,0.4766,155.7,0.299,177.4,0.3704,173.6,-23.3224269485032,0.419,168.6,0.3375,6726.117,4462.5586,-28.598616135023,6667.1855,6562.6523,5016.5464,1,1,4865.47,6675.284,6580.406,5298.3047,52.6827729622065,4287.8984,6799.739,1.7733526,5181.401,0.08369893,-0.07030557,-0.07030557,-0.28033507,0.020990957,0.0668603217022554,0.020990957,0.29256326,0.0733723,-0.0302190560293941,0.0733723,-0.0302190560293941,-0.120494872000157,0.0668603217022554,0.266597536917307,-22.822918,1.0,112975210000.0,4117507253723.94,112975210000.0,0.00670661,-0.0147062904592072,0.0228560898512227,0.0158114816405634,-0.640327153083505,0.547313047321158,-0.640327143349014,0.863286403208279,-0.640327143349014,0.863286403208279,3.9224134409551104,-0.336013777514629,0.593553368439895,0.0,11.052983157277,11.052983157277,-2.17349694783745,12.6146343729297,1.32313612876666,4.000055029925594
1427,6721704,0,2,0.542,185.7804,0.1450319,166.2498,0.02650704,-44.99187,1.71,0.1833691,0.1226248,22.65,22.34709,1.119932,"[-0.2597, 0.7264, 0.0, 0.0]","[-0.2302, 0.3007, 0.0, 0.0]","[-1.3218, 3.7283, 0.0, 0.0]","[24.414, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1312.78503,3121.49316,-22.3012581,20.712553,0.541999996,1745.75,998.766,0.0,12821.0,0.0,0.0,0.0,1,-22.3476095049314,-21.7523978873384,-22.6193978873384,0.0320929705032513,5548.0,4.0,0.403966,-28.12461815506,0.85875756,0.7942715,0.42720482,0.42720482,24.182029478008,52.742640834578,24.105291,1.0,0.931761486726472,0.403966,2569420348,1547993,0.3128,210.9,190.0,0.4717,182.6,0.2967,207.5,0.3672,203.2,-22.5930639086765,0.415,197.4,0.3347,4065.789,2563.894,-28.1420930764084,4119.2085,4031.2217,3079.27,1,1,2985.4033,4101.3057,4065.0815,3330.6404,52.7568275549756,2462.7063,4110.7344,1.6916566,3256.5068,0.005280476,0.027701816,0.027701816,0.038651787,0.0037845282,0.0046016221677998,0.0037845282,0.03901082,0.027959136,0.0275778602440139,0.027959136,0.0275778602440139,0.0384788322662351,0.0046016221677998,0.0064205506149011,-22.030619,1.0,24587575000.0,1277940461971.83,24587575000.0,0.73558724,-0.004552988906186,-0.0043272507561441,-0.0359900993565891,0.717510134286139,0.924907769772668,0.717510132756181,0.945602632186621,0.717510132756181,0.945602632186621,3.6362596814091104,-0.369363855961724,0.560654890549913,0.0,10.3907156976671,10.3907156976671,-0.13336581293811,12.1065106209277,0.568687881803612,4.0006430239961155
1428,15467573,0,2,0.754,216.7704,0.4376102,-145.8228,0.0880489,78.50242,1.54,0.1458084,-0.1683393,22.01,22.6589,0.9908838,"[0.06, -0.173, 0.0, 0.0]","[-0.7579, 0.2052, 0.0, 0.0]","[3.9036, -0.5501, 0.0, 0.0]","[0.0, 41.807, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1516.52502,4665.61328,-22.8649387,21.2336044,0.754000008,1746.75,699.516,0.0,11269.3,0.0,0.0,0.0,1,-22.495484693979,-22.1474425562041,-23.0104425562041,0.0625553052128056,4601.0,4.0,0.39698976,-28.0388122286104,0.8631837,0.859242,0.41254577,0.39886427,24.2668347795526,53.3649670529976,24.243528,1.0,0.978762754753794,0.41060862,2568059107,6077046,0.2767,189.4,168.3,0.4186,161.0,0.2623,185.9,0.3252,181.5,-23.0652564756158,0.3679,175.7,0.2962,6548.71,4603.361,-28.0534451778533,6851.977,6870.6333,5027.8916,1,1,4907.03,6965.0674,6780.8237,5906.692,53.3683890196174,4460.786,6605.6406,1.509857,5802.883,-0.0016243268,0.0016591088,0.0016577184,0.0016119893,-0.001670406,0.0022352017705632,-0.0016718069,0.0022884377,0.0023533565,0.000736932434395,0.0023553302,0.0007363149041963,0.0007160032090089,0.0022370763823434,0.0021735423680612,-21.544827,0.87685764,25395083000.0,1168626967797.18,25454236000.0,59151984.0,-0.0026955236923598,-0.0081163483042416,-0.0108269847297264,1.18000333829794,0.995433574601951,1.18000333333603,0.99530040870198,1.18000335451578,0.995304337702012,3.50402365532808,-0.384527861524408,0.54456702938639,-0.0570709096909573,10.4057600663718,10.404749636593,7.77196931575688,12.0676759040779,0.541950156920718,4.001492819212571
1429,3380105,0,2,0.418,201.8366,0.4474335,129.2507,0.08147401,3.029008,1.33,0.1510581,-0.4543319,22.71,23.26861,1.412849,"[0.6278, -0.0153, 0.0, 0.0]","[-1.0081, 0.2499, 0.0, 0.0]","[1.934, -0.5978, 0.0, 0.0]","[0.0, 51.41, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1137.96191,2288.1272,-22.4256973,19.7897034,0.418000013,1731.95,1039.41,0.0,9402.58,0.0,0.0,0.0,1,-21.7382351730961,-21.1010402848136,-21.8480402848136,0.0193492465194259,3397.0,4.0,0.6894369,-27.9493765909191,1.1500156,0.83284885,0.7635813,0.7635813,21.8173906510273,53.1751358689634,21.789005,1.0,0.974194899406447,0.68943685,2566481105,597962,0.4612,249.0,221.6,0.6983,212.0,0.4373,244.5,0.5423,238.8,-21.8341484860222,0.6137,231.3,0.4939,2582.5554,1888.3087,-27.9612477229339,2581.0088,2586.2136,2005.2009,1,1,1949.6627,2627.0552,2550.091,2547.8003,53.178429872763,1820.7031,2608.385,1.3165311,2496.1477,0.011972256,0.050884724,0.050884724,0.15950511,0.0038193446,-0.0403815737735102,0.0038193446,0.15995379,0.05102786,0.0311956895421997,0.05102786,0.0311956895421997,0.0977871433562636,-0.0403815737735102,-0.126581550255527,-23.23427,1.0,94878020000.0,2792757380687.32,94878020000.0,0.00063623814,-0.0038232763666573,-0.00489865859546,-0.0131768142731916,0.74793902329211,0.724206616447017,0.747939020943844,0.902899129024453,0.747939020943844,0.902899129024453,6.41281042868763,-0.11714471595969,0.807048401777248,0.0,10.9771656128662,10.9771656128662,-3.19638030018456,12.4460332082375,0.704115446773541,4.001249996134825
1431,3384636,0,2,0.418,258.226,0.3175364,59.14788,0.02591256,-172.0963,2.21,0.090915,0.4041902,23.33,22.26441,2.689839,"[0.1842, 0.7409, 0.0, 0.0]","[-0.9554, 1.6762, 0.0, 0.0]","[-2.6683, 2.7146, 0.0, 0.0]","[75.711, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1137.96191,2288.1272,-23.0719795,19.1434212,0.418000013,1703.67,1200.98,0.0,17554.8,0.0,0.0,0.0,1,-22.4739794167898,-21.6628481392837,-22.4748481392837,0.0100771221864996,6868.0,4.0,0.27946264,-27.6867620152742,0.39846185,0.22171317,0.2986596,0.2986596,24.3256310479857,52.5776480031907,24.35239,1.0,1.024952399568,0.27946267,1889249546,9294907,0.3431,123.8,110.4,0.5225,105.6,0.325,121.6,0.4043,118.8,-22.4750289466719,0.4583,115.1,0.3677,2848.8787,1473.2737,-27.7009653421381,2957.5764,2408.0476,1997.5432,1,1,1944.9727,2444.202,2923.9236,2214.8433,52.5941241963786,1423.4932,2876.187,2.1999245,2171.7244,-0.28489417,0.0008966829,0.0008966829,0.007696062,-0.033193566,0.0038073402346718,-0.033193566,0.2849981,0.033205673,-0.0329866774056763,0.033205673,-0.0329866774056763,-0.283118489953473,0.0038073402346718,0.0326776899874705,-22.870556,1.0,116886920000.0,1657938958422.54,116886920000.0,0.13718434,-0.0156802506306558,0.0078468673444647,0.0120918521618078,1.55729273216204,0.556422533796488,1.55729273276374,0.935723010479647,1.55729273276374,0.935723010479647,2.49189757599139,-0.524823520896757,0.396530187627616,0.0,11.0677659150143,11.0677659150143,-0.862695461805302,12.2195685367642,1.35376325772838,4.000246311603185
1434,52651621,0,2,1.296,252.3481,0.3321995,-58.01277,0.0549815,67.96396,2.47,0.1313782,-0.2684824,22.75,22.02352,1.25047,"[0.3362, -0.149, 0.0, 0.0]","[-0.8629, 0.2896, 0.0, 0.0]","[2.1361, -1.9525, 0.0, 0.0]","[0.0, 129.029, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1727.44287,9106.41504,-23.6700783,22.4226589,1.296,1669.21,526.21,0.0,20098.8,0.0,0.0,0.0,1,-22.4698506430886,-22.4944387996,-23.2934387996,0.0298473331466219,9422.0,4.0,0.2653905,-27.8764532176557,0.4563432,0.3025235,0.28294185,0.2818898,25.7949072806229,53.4747737460896,25.701908,1.0,0.917910488563904,0.26582736,2578569920,2579182,0.267,165.8,147.0,0.4044,140.4,0.2531,162.7,0.3139,158.8,-23.3219394260599,0.3553,153.6,0.2859,3920.894,1097.5426,-27.8915419304753,3399.0889,2831.4663,2577.8125,1,1,2521.467,2866.629,3367.0095,2819.6104,53.47931627154311,1066.5211,3951.8203,2.4788644,2774.3784,0.041233916,-0.029517435,-0.030534942,-0.19845828,0.0063442816,0.0262250455419892,0.0061328732,0.20269664,0.031187057,0.0163159420371107,0.03014782,0.0168783749669314,0.10969902604201,0.0253511563655868,0.170446619387233,-22.149687,0.91598296,37679860000.0,910959445814.085,37697835000.0,17973632.0,-0.0185470492284963,-0.0006172182792831,-0.0439229951846751,-0.682969871605938,0.662929741678064,-0.682969869036363,0.941468942125616,-0.68296987313415,0.93951231672284,2.31344945573753,-0.548302811186168,0.364260015470204,-0.0381126054225488,10.5763164092362,10.5761092804972,7.25463584551055,11.9594990434371,0.578150206783087,3.9998161983670215
1440,7120646,0,2,0.554,194.9845,0.1550542,-16.82161,0.03846719,-2.431744,1.36,-0.1248336,-0.05379518,21.93,20.8593,1.095533,"[-0.7131, 0.3099, 0.0, 0.0]","[-0.1102, 0.2818, 0.0, 0.0]","[3.3663, -2.6809, 0.0, 0.0]","[0.0, 18.496, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1327.20374,3205.08569,-22.4371014,20.6460972,0.55400002,1735.41,861.481,0.0,9665.54,0.0,0.0,0.0,1,-22.4421305922931,-21.9339906085805,-22.6919906085805,0.0405238436081949,4225.0,4.0,0.22567365,-28.5637180628713,0.40113467,0.292002,0.24657285,0.24635561,23.2072185422984,53.009367687574,23.17175,1.0,0.967859303560808,0.22580045,2567293907,3110638,0.2187,140.6,122.9,0.3283,116.7,0.2076,137.7,0.2563,134.0,-22.6612049951095,0.2893,129.1,0.2339,5232.431,3897.8906,-28.5843334167204,5447.23,5337.1235,4096.6816,1,1,3974.3232,5428.147,5376.855,5192.694,53.0151591083217,3747.7378,5289.0356,1.386352,5079.4116,-0.093882844,-0.035173643,-0.035301752,-0.12639521,-0.026221158,-0.0240895647280362,-0.026126003,0.15744758,0.04397457,-0.0366558342680018,0.043814987,-0.0367893430179408,-0.131721419391715,-0.0240021435508804,-0.0862508378298058,-22.016039,0.9956763,24803731000.0,1009862131019.72,24804920000.0,1186642.4,-0.0100012493880892,0.0095266561273047,-0.016562249777468,-1.10482777558604,0.727940038657673,-1.10482777536606,0.916048363482876,-1.10482776806913,0.915755476386114,2.08196227253214,-0.608054745032726,0.318472855347639,-0.0018818302240678,10.3945378307024,10.3945170127149,6.07431986208424,12.0042620868278,0.5435459622133,3.999642054594951
1441,3747667,0,4,0.434,293.0893,0.4393336,127.8406,0.03871785,-158.842,1.45,0.1273128,0.2276088,23.73,22.27655,2.769943,"[-0.7973, -0.4045, 1.6554, 1.4924]","[-0.8312, 1.6934, -0.134, 0.7276]","[-1.3967, 3.814, 7.316, -6.6821]","[69.025, 0.0, 16.867, 18.376]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1163.39258,2392.34937,-23.4161797,18.9119434,0.433999985,1742.93,1061.99,0.0,10461.9,0.0,0.0,0.0,1,-20.934052837552,-20.2855952170964,-21.0905952170964,0.0277027242742886,4333.0,4.0,0.43524382,-28.5021413553336,0.78871256,0.33345544,0.53533566,0.53533566,23.1654808801768,52.5410231474503,23.121063,1.0,0.959915359653715,0.43524384,2567643922,1085646,0.5502,241.8,211.9,0.8311,201.5,0.5218,236.8,0.6463,230.6,-21.1128720903612,0.7309,222.3,0.589,1105.6744,807.8138,-28.5224609398859,1162.9304,1148.5238,856.5347,1,1,831.6229,1167.6566,1148.3042,1041.5399,52.5513564927246,777.5561,1117.336,1.4664676,1019.41,0.020239828,0.10299745,0.10299745,0.40518907,0.0051448834,0.100648164685076,0.0051448834,0.40569428,0.10312587,-0.0224698031982837,0.10312587,-0.0224698031982837,-0.0883955744797541,0.100648164685076,0.395947052101898,-23.104988,1.0,105254494000.0,2126441976788.73,105254494000.0,8.70308,-0.0115342842967398,-0.0053515204578764,-0.0207449210765973,0.760443122908096,0.422784495928941,0.760443124728639,0.813029735829298,0.760443124728639,0.813029735829298,4.53967327720688,-0.271373826249668,0.657024597568087,0.0,11.0222406477641,11.0222406477641,0.939672975639857,12.3276535368247,1.50741522439235,4.002029503915029
1442,3250012,0,2,0.412,223.8721,0.3305965,113.416,0.03476815,124.6491,1.97,-0.05242483,-0.2858635,22.41,21.90208,1.907496,"[0.2108, 0.4235, 0.0, 0.0]","[-1.3488, 0.5468, 0.0, 0.0]","[2.5413, -1.5965, 0.0, 0.0]","[0.0, 41.9, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1128.1698,2249.28149,-22.6929989,19.4792213,0.412,1729.3,1192.94,0.0,15254.0,0.0,0.0,0.0,1,-23.0949187102635,-22.319973148617,-23.165973148617,0.062591906438272,6747.0,4.0,0.27148035,-27.7790816510796,0.6700234,0.36953288,0.34678122,0.34678066,24.4194001895676,52.5788866108142,24.387157,1.0,0.970739943797215,0.27148062,1888096232,4837593,0.2833,173.4,155.3,0.4297,148.9,0.2686,170.4,0.3333,166.7,-23.1239983808167,0.3774,161.7,0.3035,4948.05,2998.091,-27.7938214362195,5180.238,4338.543,3457.7932,1,1,3364.4478,4405.437,5119.4404,3797.121,52.5946206039775,2893.731,4996.503,2.0164313,3721.3247,0.15661223,-0.10236813,-0.102368385,-0.24295329,0.06598858,-0.0077791857800277,0.065988414,0.28905654,0.121794,-0.121545006741446,0.121793695,-0.12154531159151,-0.288466320903367,-0.0077791662689067,-0.0184625229242091,-21.89374,0.99998575,35202527000.0,1168626967797.18,35202530000.0,3567.824,0.0180266102030581,0.0188563291713126,-0.0152943085767816,-0.499106706157541,0.551522307533148,-0.499106689640806,0.782859008689337,-0.499106684043297,0.782858525118101,2.92369524201568,-0.459944429855609,0.465932100977747,-6.188740461999e-06,10.5465738772723,10.5465738402612,3.55240342257795,12.0676759040779,0.995727939901847,4.000815192189025
1444,17323569,0,2,0.79,236.592,0.3675583,55.43257,0.02708346,-165.521,1.46,0.1289253,-0.1791094,20.37,20.65307,1.0472,"[0.1551, -0.2216, 0.0, 0.0]","[-0.7479, 0.2292, 0.0, 0.0]","[4.2265, -0.7705, 0.0, 0.0]","[0.0, 52.404, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1541.95923,4940.59131,-23.1214619,21.137434,0.790000021,1743.54,621.544,0.0,10551.2,0.0,0.0,0.0,1,-23.9565092552451,-23.6618403923659,-24.4758403923659,0.0572228481318063,4426.0,4.0,0.5176883,-27.6941273605851,0.6674576,0.63658977,0.53395015,0.53395015,22.0974564543593,53.367524471018,22.137754,1.0,1.0378132099678,0.5176883,2567664208,7882745,0.2276,160.8,141.4,0.3429,134.6,0.2159,157.6,0.2671,153.5,-24.5279513579979,0.3018,148.2,0.2435,27008.008,20003.58,-27.7055184217587,28419.855,27856.83,21030.486,1,1,20525.592,28237.547,28125.28,26178.445,53.3680352575937,19384.377,27242.09,1.4363589,25720.06,0.013874004,-0.012528761,-0.012528761,-0.019178577,0.00906345,0.0010824794896698,0.00906345,0.02367078,0.0154633755,0.0154254406610922,0.0154633755,0.0154254406610922,0.0236127102736341,0.0010824794896698,0.0016570207054893,-23.468872,1.0,247010340000.0,1629308218411.27,247010340000.0,0.20939912,0.0054008356448884,-0.0261017482771334,0.0180249482183826,-0.47226505221743,0.953753140196248,-0.472265061121606,0.969544198730407,-0.472265061121606,0.969544198730407,4.52157126769672,-0.272499287148414,0.655289380454998,0.0,11.3927151334659,11.3927151334659,-0.679025147776313,12.2120032481473,0.574688573125612,4.000228173854136
