,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,EINSTEIN
2253,18602444,0,2,0.814,193.1968,0.2755992,165.881,0.02806882,38.59997,2.05,0.07257388,-0.1560573,21.83,21.55201,0.9490815,"[0.4425, -0.0661, 0.0, 0.0]","[-0.4924, 0.3089, 0.0, 0.0]","[3.69, -1.2918, 0.0, 0.0]","[0.0, 29.171, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1557.72119,5125.83105,-22.6079407,21.754879,0.81400001,1721.65,795.185,0.0,16015.6,0.0,0.0,0.0,1,-23.378716057421315,-22.991341268237832,-23.825341268237832,0.1003689656498763,7489.0,4.0,0.9789999,-28.16179849355325,1.6754078,1.4912511,1.0082339,1.0082339,23.563941532282914,53.54741684560207,23.530304,1.0,0.9694936505374168,0.9789999,2575018722,3852758,0.3885,583.6,508.4,0.5879,482.4,0.3684,571.1,0.4567,555.4,-23.887924454164533,0.5168,534.7,0.416,9694.559,5916.238,-28.18181728925985,9965.832,8555.156,6775.461,1,1,6587.6885,8690.465,9845.603,7397.507,53.55241050394572,5704.5264,9792.058,1.9715317,7246.0923,0.055817135,0.0041290573,0.0041290573,0.01632293,0.014119534,-0.0007771719449446,0.014119534,0.058154885,0.014710892,-0.0146903487693103,0.014710892,-0.0146903487693103,-0.0580736735565903,-0.0007771719449446,-0.003072304853806,-23.369741,1.0,205351120000.0,3422610400270.423,205351120000.0,0.00482703,-0.0332351880448577,0.0144249674217309,-0.0162573138317123,0.1422514100786034,0.8900824719502508,0.142251400506664,0.9710047610827348,0.142251400506664,0.9710047610827348,8.518109181400193,0.0035612956962836,0.9303432023702428,0.0,11.31249707586994,11.31249707586994,-2.316320002031946,12.53435746570448,0.4964958896681579
2254,13087180,0,2,0.704,248.3133,0.1684867,-90.38724,0.04323952,18.93595,1.96,0.5930006,-0.0889391,22.03,22.91203,1.839281,"[1.5319, -0.2996, 0.0, 0.0]","[-0.1267, 0.0423, 0.0, 0.0]","[2.786, -0.4438, 0.0, 0.0]","[0.0, 148.959, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1477.22681,4289.29932,-23.1837997,20.6821327,0.703999996,1730.18,879.772,0.0,15159.1,0.0,0.0,0.0,1,-23.16936709338374,-22.688252450560068,-23.537252450560068,0.0887854415013388,6743.0,4.0,0.35754046,-27.79915916315555,0.6702794,0.53310984,0.3658529,0.3658529,23.984048832173595,52.47223577786137,23.909788,1.0,0.9338899887548509,0.35754043,1888092237,4161496,0.2394,66.11,58.46,0.3621,55.78,0.227,64.84,0.2813,63.25,-23.525613075407268,0.3183,61.14,0.2563,7173.7856,4331.9165,-27.81534459300986,7574.4424,6288.9824,5026.02,1,1,4897.819,6380.5347,7490.5776,5534.0747,52.49113179868333,4189.5234,7240.1245,2.0480192,5429.6343,0.044081666,0.0105968425,0.0105968425,0.10511712,0.004443867,-0.0064509757664221,0.004443867,0.11398597,0.01149091,-0.0095092550447427,0.01149091,-0.0095092550447427,-0.0943286159661797,-0.0064509757664221,-0.0639915127751661,-22.124584,1.0,34627236000.0,2766729435222.535,34627236000.0,4.6295524,0.012794245797929,-0.0075902003906884,-0.0348967284161028,0.5868572551469801,0.7953547416792943,0.586857244090568,0.9772792609135624,0.586857244090568,0.9772792609135624,3.07960132802736,-0.4366934981022136,0.4884944982392846,0.0,10.539417826869842,10.539417826869842,0.6655390040618123,12.441966690570228,0.9029657950500729
2256,22734744,0,2,0.886,205.5891,0.2806742,-135.4773,0.04888253,25.10818,2.57,-0.05714756,-0.0905759,23.45,22.31843,1.122082,"[-0.5488, -0.0979, 0.0, 0.0]","[-0.5429, 0.4846, 0.0, 0.0]","[2.8355, -2.8944, 0.0, 0.0]","[0.0, 26.853, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1599.66516,5690.00195,-22.8250179,21.836544,0.885999978,1654.76,809.669,0.0,21089.8,0.0,0.0,0.0,1,-22.28436232816348,-21.88352703602324,-22.69552703602324,0.0746434457290021,10269.0,4.0,0.17216954,-27.75009033594405,0.33894068,0.25572705,0.18716119,0.18513253,26.04716019048714,53.27641829510036,25.941084,1.0,0.9069210601794916,0.17357942,2579958449,9423570,0.2709,135.2,120.1,0.412,114.8,0.2567,132.7,0.3191,129.6,-22.748113193520137,0.3616,125.4,0.2903,2137.3623,584.0131,-27.76107738106166,1921.5571,1650.3519,1382.8354,1,1,1345.3672,1676.0759,1899.0328,1674.3309,53.282264143523605,563.5955,2158.3435,2.6229749,1640.7648,0.051644705,0.033718947,0.034991696,0.13005404,0.013895269,0.0099847660295928,0.0133898575,0.13993295,0.037649665,-0.0349811462484564,0.036280237,-0.0363015388660606,-0.1349223492760789,0.0096215910302457,0.0371104953609599,-21.269245,0.88821185,10544834000.0,7042960819560.563,10555877000.0,11043026.0,0.0334882365842774,0.0245585547118878,-0.0508836203159375,0.5963954074852897,0.7544891654909418,0.5963954082560838,0.9299798709128954,0.5963954024584511,0.9274328003738388,1.5121555590281432,-0.7277842021591132,0.179596470366554,-0.0514834370221938,10.023494321058006,10.023039747332836,7.043088094682243,12.8477552723912,0.5956143544649323
2257,16820430,0,2,0.78,276.6942,0.3209547,119.0187,0.0338743,118.7739,2.65,-0.0755255,-0.1954247,21.79,21.23836,2.134903,"[0.2921, 0.6868, 0.0, 0.0]","[-1.4698, 0.6283, 0.0, 0.0]","[3.0791, -1.6621, 0.0, 0.0]","[0.0, 88.591, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1535.1261,4863.89355,-23.5246792,20.6902428,0.779999971,1642.88,894.243,0.0,21887.3,0.0,0.0,0.0,1,-24.130960982243185,-23.61209487267259,-24.46809487267259,0.0297321588410469,10281.0,4.0,0.08269397,-28.401935725504657,0.2814471,0.10181196,0.17311756,0.17153399,24.63284425945337,53.44034878135561,24.649385,1.0,1.015351645842905,0.08313049,2579960506,7106904,0.1528,153.2,136.9,0.2318,131.2,0.1448,150.5,0.1798,147.1,-24.446918958879102,0.2036,142.6,0.1636,9943.318,2708.296,-28.432661370674644,8935.836,7719.5547,6421.693,1,1,6262.8506,7829.236,8840.279,7801.0103,53.44479794095058,2621.8389,10032.296,2.6291294,7658.236,0.15475516,0.3298528,0.33147773,0.44241893,0.11594868,0.3490146275709546,0.11538027,0.46870425,0.35117173,-0.0386730286597317,0.34945023,-0.0388635441186796,-0.0518706569315841,0.3473037006995365,0.4658251948292117,-21.52378,0.9526715,11344226000.0,260274793284.50705,11366446000.0,22219510.0,0.0078077982317264,-0.0065486683225456,0.0075362421275396,0.6171528485356605,0.3617445493001696,0.6171528706493101,0.4820850207754159,0.6171528430740179,0.4801967506866833,1.3979542421682898,-0.7616588776802922,0.1454929563173569,-0.0210568268868197,10.055624693019528,10.054774869952464,7.346734477348208,11.415432110224009,1.2001687257974163
2259,6784960,0,2,0.544,180.7174,0.1893097,-119.9382,0.03306367,-140.6182,1.59,0.1775521,0.006195413,23.09,22.6956,1.028338,"[-0.3334, 0.6798, 0.0, 0.0]","[0.0573, 0.2331, 0.0, 0.0]","[-1.438, 3.354, 0.0, 0.0]","[19.505, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1315.22473,3135.41162,-22.2302799,20.7951927,0.54400003,1747.49,963.434,0.0,11722.3,0.0,0.0,0.0,1,-21.71106412879794,-21.142439453696376,-22.006439453696377,0.0337896552995254,4863.0,4.0,0.21286541,-27.525338996819173,0.3441766,0.33729976,0.21755081,0.21740481,23.914087647183045,53.60589002683746,23.918636,1.0,1.004198272508237,0.2130086,2568423862,1957319,0.2914,122.4,109.8,0.4399,105.3,0.2763,120.3,0.3422,117.7,-22.037636117749617,0.3869,114.2,0.3118,2576.657,1676.2288,-27.539035723596687,2694.0723,2643.7544,1969.3491,1,1,1918.4252,2682.8384,2663.9854,2228.0574,53.61316969176666,1620.3796,2600.7651,1.5770189,2185.9556,0.0068750014,-0.007722787,-0.0077223983,-0.0073867557,0.0071873907,-0.0034416779194401,0.0071877525,0.010091076,0.010549598,-0.0099729076848809,0.010550129,-0.0099724058752347,-0.0095389699942398,-0.0034418511040458,-0.0032920904758707,-22.050388,0.99317396,25051838000.0,1746433973002.817,25052953000.0,1115605.8,0.0068575791983072,0.0011080670071245,0.0020683723312954,-0.4106328756569197,0.98001947406687,-0.410632874188499,0.9791200281032592,-0.4106328751990138,0.9791210680928428,1.850742491676456,-0.6624392953734455,0.267345996157658,-0.0029746757229535,10.398858923657134,10.398839594633392,6.047510763483442,12.242152171019995,0.5185608155415553
2262,1533303,0,2,0.314,146.2177,0.07839277,71.07335,0.04610192,125.9524,1.86,0.2855606,-0.07961224,21.47,22.16033,0.939399,"[0.7163, -0.1624, 0.0, 0.0]","[-0.2902, 0.042, 0.0, 0.0]","[2.6429, -0.5295, 0.0, 0.0]","[0.0, 12.618, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",947.933289,1636.69788,-21.5021,19.8817425,0.31400001,1738.05,1302.53,0.0,14216.6,0.0,0.0,0.0,1,-23.97997871114097,-23.127521179729666,-24.01052117972966,0.0719643803343539,6588.0,4.0,0.5658027,-28.124391096165127,0.84481114,0.82787186,0.5874587,0.5874587,22.962978215497422,52.60817472435885,22.876444,1.0,0.9233923217707172,0.5658027,2570956128,978933,0.2541,911.4,827.9,0.3817,798.1,0.2412,897.7,0.2979,880.5,-24.018889266157725,0.3363,857.5,0.2718,11319.758,6992.0005,-28.14239458392961,11320.264,10227.208,7967.9653,1,1,7779.1353,10364.815,11203.672,8591.592,52.626097046219925,6777.447,11416.907,1.9314762,8441.448,-0.0045827683,0.016745318,0.016745318,0.009030743,-0.008497629,-0.0115723111390884,-0.008497629,0.010126998,0.018778056,0.0147884075721525,0.018778056,0.0147884075721525,0.0079753820344615,-0.0115723111390884,-0.0062409425697516,-23.25251,1.0,149503500000.0,2311240389588.7324,149503500000.0,0.053850748,0.0107966986557952,-0.0089635932830256,-0.0407498350038235,1.0201982639186309,0.9799490602247196,1.0201982405298446,0.9631361207005724,1.0201982405298446,0.9631361207005724,4.97152050376814,-0.2310226601074196,0.6964892348912443,0.0,11.174651359970776,11.174651359970776,-1.268808259868018,12.363845118323091,0.461442777610506
2264,1977491,0,2,0.344,165.577,0.2663175,-27.32187,0.05525478,-70.2611,1.85,0.1389654,0.286908,19.99,20.73543,1.107095,"[-0.1072, 0.1822, 0.0, 0.0]","[-0.2026, 0.866, 0.0, 0.0]","[-0.5033, 3.7186, 0.0, 0.0]","[18.043, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1007.44202,1819.77881,-21.8507595,19.7933331,0.344000012,1738.76,1263.67,0.0,14123.1,0.0,0.0,0.0,1,-25.41565015894657,-24.59509409593593,-25.47809409593593,0.2177502192018679,5337.0,4.0,0.45868745,-27.793133773231546,0.73156726,0.5183952,0.516024,0.516024,22.609428113112752,52.9962480598185,22.581606,1.0,0.974700343813879,0.45868748,2568940936,1405223,0.1532,253.5,224.6,0.2311,214.5,0.1453,248.7,0.1798,242.7,-25.56829585599094,0.2033,234.8,0.1639,71750.31,44400.57,-27.80645999853402,74087.9,71998.91,54716.81,1,1,53087.227,73223.48,73136.34,60025.625,53.00365723498757,42692.09,72524.58,1.6518112,58720.73,-0.16115452,-0.019248003,-0.019248003,-0.055803776,-0.05558589,-0.0585625546719539,-0.05558589,0.17054278,0.05882412,0.0055411258288377,0.05882412,0.0055411258288377,0.0160648219257925,-0.0585625546719539,-0.1697844520021959,-23.147686,1.0,130456810000.0,2259184498659.156,130456810000.0,0.0045447876,0.0207701797431025,0.008612532040892,-0.013144569549595,-1.404120098149087,0.7086090568860698,-1.4041200916647096,0.8888878399673431,-1.4041200916647096,0.8888878399673431,4.392694351335123,-0.2873300990991911,0.6427309856130092,0.0,11.115466754714328,11.115466754714328,-2.3424864086583903,12.353951699480648,0.5738343496354734
2266,4164014,0,2,0.452,187.0682,0.6285636,-9.640911,0.02996,176.5127,1.89,-0.364563,0.04673246,23.51,23.02143,1.569989,"[-1.1747, 0.3952, 0.0, 0.0]","[0.1647, 0.148, 0.0, 0.0]","[1.5683, -6.2263, 0.0, 0.0]","[0.0, 42.831, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1190.92773,2510.83765,-22.2518806,20.199213,0.451999992,1735.9,1137.55,0.0,14498.4,0.0,0.0,0.0,1,-21.84460039520536,-21.12447808375968,-22.00347808375968,0.0262045848315343,6456.0,4.0,0.35743624,-28.31643406564621,0.59668905,0.281864,0.4162873,0.4162873,24.06100988902377,53.00859992175917,23.987638,1.0,0.9346552156222504,0.3574362,2570928889,1687010,0.44,261.7,234.4,0.6644,224.7,0.4173,257.2,0.5168,251.5,-22.018786796827182,0.5844,244.0,0.471,1859.7178,1161.8069,-28.338591215305843,1839.6559,1704.741,1320.2808,1,1,1284.0629,1731.3496,1817.7185,1411.8359,53.019112761020125,1120.512,1878.2499,1.9112679,1383.2777,0.2860745,0.045807034,0.045807034,0.21580665,0.060722053,0.0165152287639635,0.060722053,0.35834497,0.07606216,0.0742475525554853,0.07606216,0.0742475525554853,0.3497959818453974,0.0165152287639635,0.0778067486679086,-22.979155,1.0,106121250000.0,3068653602614.0845,106121250000.0,1.3316029,-0.0010366205280933,-0.019329307354306,-0.0345472185321944,0.3231467247583496,0.4723800058796671,0.3231467524394699,0.8586286885277216,0.3231467524394699,0.8586286885277216,3.525687289581802,-0.3806068382702073,0.5472437899736168,0.0,11.025802356886103,11.025802356886103,0.124374732303664,12.48694786693822,0.6604473686497563
2267,3516458,0,2,0.424,247.1724,0.1838724,108.3012,0.03582191,111.5894,1.49,0.2111744,0.391864,21.19,20.97366,2.182005,"[-0.4165, 0.3549, 0.0, 0.0]","[-0.4991, 1.542, 0.0, 0.0]","[-1.2205, 2.9573, 0.0, 0.0]","[72.825, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1147.60913,2327.09424,-22.9617195,19.2963505,0.423999995,1745.02,1088.71,0.0,10819.3,0.0,0.0,0.0,1,-23.556995820880665,-22.889746632011,-23.730746632010995,0.125343572280598,4269.0,4.0,0.48058903,-27.56647516745608,0.83110136,0.5849173,0.54846,0.50748426,22.69363158844681,53.365746017116095,22.67822,1.0,0.9859063508313604,0.500432,2567301385,674764,0.2124,340.1,301.0,0.3198,287.2,0.2015,333.6,0.2491,325.5,-23.653589606319866,0.2815,314.7,0.2272,13054.788,9709.32,-27.576892143313785,13587.055,13338.735,10199.715,1,1,9949.435,13524.841,13443.068,12918.539,53.36787056011998,9401.845,13170.395,1.3912184,12687.212,-0.12854946,-0.018326245,-0.030828359,-0.11705176,-0.033856552,0.0204585354633086,-0.020126386,0.17385648,0.04578923,0.0243518661062609,0.027219893,0.0409646428887289,0.1555380730290353,0.0121617932246093,0.0776787238595636,-21.881824,0.88239026,31513110000.0,4458449155605.634,34406940000.0,2893829400.0,-0.0011371363633399,0.0173382931341769,-0.0072720730053918,-1.2014874212158586,0.7037857877802939,-1.201487421761217,0.947002789039441,-1.2014874273079552,0.9124312408741052,4.632437732268683,-0.2608550406740204,0.6658095903840578,-0.0543392943706758,10.536646050121426,10.49849126541421,9.46147292456377,12.649183818288453,1.0977520074246117
2269,11125732,0,2,0.66,215.2782,0.1515623,-32.83807,0.07111063,-166.796,1.36,-0.3704567,-0.2640575,21.37,22.98425,1.184121,"[-0.958, 0.0835, 0.0, 0.0]","[-0.4965, 0.0669, 0.0, 0.0]","[2.0769, -0.2261, 0.0, 0.0]","[0.0, 84.372, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1438.56689,3964.11548,-22.7763195,20.8744106,0.660000026,1735.41,723.538,0.0,9665.54,0.0,0.0,0.0,1,-22.8961305862931,-22.493990608580464,-23.251990608580464,0.0640458474787261,1545.0,4.0,1.0134177,-28.043236167321496,1.9090971,0.6891291,1.3243574,1.3242204,22.0800967697388,52.6108106255507,22.030401,1.0,0.9552604208106632,1.0133594,1879378621,9959681,0.4148,205.2,180.6,0.6264,172.0,0.3934,201.2,0.4872,196.0,-23.18884097262721,0.5509,189.2,0.444,8553.182,6348.5117,-28.05618427232521,8832.128,8723.571,6685.3833,1,1,6523.802,8843.4,8739.948,8489.286,52.620138238455695,6150.3706,8627.726,1.3706768,8339.47,-0.26340482,0.11006421,0.110129625,0.38869599,-0.07463075,-0.1325248397744486,-0.07458642,0.46953878,0.1330349,-0.0116314466457926,0.13295588,-0.0116383596676058,-0.0410768992495738,-0.1324461218851311,-0.4677385513899289,-23.855968,0.99877626,333728480000.0,9711014453363.38,333732000000.0,3508332.2,0.005884525585842,0.0115560095001989,-0.0232317061064586,1.0831865326008765,0.3609712235182325,1.0831865241027874,0.7652938179627178,1.0831865262445213,0.7651707019360574,11.170419838790306,0.122005202552334,1.0480694963245063,-0.0005317889814135,11.523397851117243,11.523393270421842,6.545100709493366,12.987264600503792,0.5564829264262237
2270,15264813,0,2,0.75,192.3092,0.4263739,-122.3947,0.08694113,-137.3428,1.94,0.2849186,0.3161095,21.89,22.37218,1.223835,"[0.7115, -0.1085, 0.0, 0.0]","[0.8101, -0.0984, 0.0, 0.0]","[1.5371, -0.6414, 0.0, 0.0]","[0.0, 78.694, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1513.54126,4635.22021,-22.5478592,21.5324936,0.75,1731.91,830.997,0.0,14969.9,0.0,0.0,0.0,1,-23.23609449617309,-22.80466033315789,-23.6626603331579,0.0744259794620922,6409.0,4.0,0.76455975,-28.32765467496864,1.6323352,0.87138194,0.8682771,0.8682771,23.507248762705192,53.65662185369639,23.43665,1.0,0.9370445172871672,0.76455975,2570918947,2830421,0.3235,227.4,202.3,0.488,193.4,0.3069,223.2,0.3798,218.0,-23.607962397173697,0.4294,211.1,0.3462,8138.842,5154.442,-28.34913232173864,7975.4785,7590.8335,5834.322,1,1,5659.6274,7720.3345,7871.727,6185.3315,53.6618555994521,4954.301,8227.56,1.8895286,6048.821,-0.2730062,0.02791528,0.02791528,0.1335691,-0.057056937,-0.042506534921336,-0.057056937,0.30392942,0.06351974,-0.0472011830640203,0.06351974,-0.0472011830640203,-0.2258483492819569,-0.042506534921336,-0.2033853840624883,-22.873905,1.0,67546812000.0,27776530126242.254,67546812000.0,1.4531159,0.0010455151629964,-0.0119825381549144,-0.0331165621581792,1.3432897779658983,0.5338253558478806,1.3432897574823928,0.8805480815018351,1.3432897574823928,0.8805480815018351,7.359531427341779,-0.0613416529388364,0.8668501642019073,0.0,10.82960485648935,10.82960485648935,0.1623002548507119,13.443677992260248,0.5110539464095675
2277,45774327,0,2,1.212,309.7419,0.4596245,-58.61707,0.08639273,55.18239,1.78,-0.1504579,-0.3261272,20.25,20.97048,1.255192,"[-0.2592, 0.1515, 0.0, 0.0]","[-1.003, 0.1831, 0.0, 0.0]","[2.1286, -0.515, 0.0, 0.0]","[0.0, 226.284, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1713.05859,8381.89844,-24.14464,21.6840725,1.21200001,1742.86,379.805,0.0,13469.5,0.0,0.0,0.0,1,-24.184757363094786,-24.24570137819719,-25.12470137819719,0.2070991619689017,6117.0,4.0,0.34888065,-27.85180608924849,1.0327059,0.3703976,0.71035856,0.71035856,22.48910490863804,53.37399928751677,22.45497,1.0,0.969049136719017,0.34888068,2570317880,2647708,0.2466,151.1,132.5,0.3745,126.0,0.2337,148.0,0.2902,144.1,-24.92499189784002,0.3288,139.0,0.2642,28319.283,18508.79,-27.86620592020356,27641.111,27226.805,20715.744,1,1,20250.771,27572.99,27372.854,21672.307,53.37812480331086,17968.305,28549.475,1.8348287,21315.078,-0.20057388,0.30892125,0.30892125,0.42729774,-0.14500786,0.2785213679027941,-0.14500786,0.47203097,0.3412618,-0.1971939820627693,0.3412618,-0.1971939820627693,-0.2727573523136219,0.2785213679027941,0.3852488299960012,-23.35266,1.0,224287820000.0,2032741373115.493,224287820000.0,0.00068996346,0.0142501243474037,0.0070598318712843,-0.0159686624309718,1.0048331375681048,0.3586670633967045,1.0048331286700285,0.4911331967986215,1.0048331286700285,0.4911331967986215,6.031360588730198,-0.1485223818131656,0.7804152938190547,0.0,11.350805689764794,11.350805689764794,-3.1611739085969046,12.30808212660961,0.6021304344483632
2281,29366812,0,2,0.99,242.1029,0.2416708,-99.93379,0.08660782,-71.79351,2.46,0.3044465,0.5381488,21.33,22.75038,1.564515,"[0.4197, -0.0858, 0.0, 0.0]","[1.3595, -0.1211, 0.0, 0.0]","[1.8328, -0.2703, 0.0, 0.0]","[0.0, 201.655, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1647.86621,6525.71484,-23.3318596,21.7312813,0.99000001,1670.61,722.848,0.0,19999.9,0.0,0.0,0.0,1,-24.18513911093072,-23.905293997439745,-24.703293997439747,0.0516997428912401,9672.0,4.0,0.38835582,-28.31237425136624,0.65473634,0.43300235,0.41045418,0.41033602,24.7787337275642,53.623814108451285,24.784113,1.0,1.0049667222871008,0.38840133,2578646470,2347909,0.1852,268.0,237.3,0.2782,226.5,0.1758,262.9,0.2171,256.5,-24.66165614668277,0.2451,248.1,0.1981,13902.22,3982.871,-28.33654277589555,12023.873,10033.3955,9192.469,1,1,8912.016,10208.058,11865.269,9880.9375,53.63035738371603,3826.1448,14056.28,2.4293544,9659.782,0.19560827,-0.007745538,-0.0077695474,-0.057372954,0.026489621,0.0066770119459833,0.026407763,0.2038486,0.027605541,0.0267031064094388,0.027520234,0.0267858807613339,0.1977959531157416,0.0066563784883289,0.0493053020577693,-22.426176,0.9949735,32181498000.0,4437628276101.408,32182200000.0,703780.94,0.0085042727102056,0.0324829318930308,0.0019091786582512,-0.1426518313331016,0.6613384792397489,-0.1426518238960946,0.946433688501872,-0.1426518240904898,0.9462721058107264,3.3691495994072382,-0.3867353171896737,0.527520295265659,-0.0021884860452605,10.507615729483392,10.50760625598402,5.847437500969032,12.647150920158431,0.7304060772554679
2282,35075057,0,2,1.072,213.7962,0.3500039,-47.59773,0.05865993,171.8555,2.43,0.1095017,-0.09247759,23.77,22.82319,1.110279,"[0.588, -0.1636, 0.0, 0.0]","[-0.4319, 0.3853, 0.0, 0.0]","[2.3918, -10.2515, 0.0, 0.0]","[0.0, 40.347, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1677.24243,7200.71045,-23.0671997,22.2916775,1.07200003,1674.88,661.687,0.0,19704.8,0.0,0.0,0.0,1,-21.630860126084947,-21.437742506031487,-22.236742506031486,0.0490720796905004,9229.0,4.0,0.59259397,-28.03234871285231,1.057237,1.051018,0.5980956,0.5980956,26.80500930063336,53.07623485932868,26.744925,1.0,0.9461632985556582,0.59259397,2577895174,1408117,0.4603,311.2,277.3,0.6937,265.3,0.4367,305.6,0.5402,298.6,-22.203015300884,0.6105,289.2,0.4925,1524.1691,447.72092,-28.05152004799334,1320.644,1109.5024,1008.3446,1,1,981.44684,1126.3179,1305.4373,1078.5995,53.08885465503011,432.32004,1538.9137,2.3943553,1057.509,-0.0015532122,-0.0039281696,-0.0039281696,-0.0025078598,-0.0024328635,-0.0045729702431081,-0.0024328635,0.0029498863,0.004620535,0.0006612755124947,0.004620535,0.0006612755124947,0.0004221778682705,-0.0045729702431081,-0.0029195196138698,-22.803305,1.0,58861280000.0,335754496721.1268,58861280000.0,19.329939,0.0163235408539688,-0.0056672078193188,-0.0282016268914135,-1.0626567664792017,0.9941175799609496,-1.0626567526915864,0.9908014328337024,-1.0626567526915864,0.9908014328337024,4.922572645685749,-0.2232293925431668,0.6921921340306036,0.0,10.769829702053306,10.769829702053306,1.286230483516127,11.526021837835447,0.5200694666388228
2283,7511525,0,2,0.566,170.2159,0.5501214,-140.8642,0.049422,167.6566,1.77,0.2868525,0.01150012,21.75,22.27711,0.9929481,"[-0.1817, 0.8049, 0.0, 0.0]","[0.0748, 0.1869, 0.0, 0.0]","[-0.6154, 1.7522, 0.0, 0.0]","[31.665, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1341.24475,3289.20947,-22.0897408,21.0617161,0.565999985,1743.38,985.117,0.0,13376.8,0.0,0.0,0.0,1,-23.315761184342872,-22.73266145801232,-23.61066145801232,0.0009101872858529,5848.0,4.0,0.4317572,-28.5853732058818,0.66147965,0.6329555,0.4368064,0.43680504,23.194390848752885,52.721445214220665,23.153767,1.0,0.9632750536739584,0.4317585,2569855920,4337471,0.2535,213.8,189.8,0.3844,181.3,0.2403,209.8,0.2982,204.8,-23.61003658870172,0.3376,198.2,0.2715,8791.275,5829.8135,-28.60984818658648,8718.329,8582.417,6560.49,1,1,6362.3516,8730.14,8604.539,6934.064,52.73498564575824,5601.003,8887.773,1.7706618,6780.651,-0.002035811,0.005786854,0.005786954,0.021941705,-0.0005369293,0.000736415450728,-0.00053692004,0.022035947,0.0058118096,-0.0057648653336379,0.005811709,-0.0057649651057563,-0.0218583325158347,0.0007364027058583,0.0027921788764584,-22.768953,0.9999487,83482720000.0,2717276338839.4365,83482755000.0,28940.258,0.0177277524944871,0.0055572051505398,-0.0190536020638525,0.8316570831189476,0.9568783334448624,0.8316570835002893,0.9884437434554412,0.8316570819350618,0.988443544914252,3.714311110245041,-0.3597110070608241,0.5698782773800629,-2.227987840539392e-05,10.921596772707204,10.921596590629958,4.461502398499566,12.434133807107786,0.47150737800486303
