,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,DSLUM,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,size_bulge_true,mag_i_lsst,mag_true_i_lsst_no_host_extinction,stellar_mass_bulge,shear_1,ellipticity_2_disk_true,magnification,sersic_disk,ellipticity_true,ellipticity_2_true,size_minor_bulge_true,ellipticity_disk_true,size_minor_disk_true,size_true,ra_true,dec_true,redshift,bulge_to_total_ratio_i,size_minor_true,mag_true_i_lsst,stellar_mass,ellipticity_1_bulge_true,size_disk_true,mag_true_i,ellipticity_2_bulge_true,shear_2_treecorr,galaxy_id,sersic_bulge,mag_i,Mag_true_i_lsst_z0,ellipticity_1_true,stellar_mass_disk,ellipticity_bulge_true,ellipticity_1_disk_true,convergence,halo_mass,shear_2,shear_2_phosim,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log
1981,4,0.266,113.24,0.2661769,86.25199,0.077634,-103.3929,1.02,0.01137671,-0.01645638,24.13,22.96532,0.571238,"[-0.0068, 0.2356, -0.2022, 0.0881]","[-0.3041, 0.0136, 0.0566, 0.2592]","[3.0707, -2.9233, -1.9692, 4.0887]","[0.0, 0.569, 0.821, 0.356]",843.808105,1352.41858,-20.7956581,20.1258984,0.266000003,1659.46,1130.62,6771.26,-19.7573474468743,-19.04565823806601,-19.600658238066018,0.034105684718787256,100984.0,0.97033453,22.919328707231408,22.964127,281678770000.0,0.0228236924314887,0.24589427,1.0421234099616603,1.0,0.3259233,0.2001873,0.49330148,0.40033844,0.5548642,0.9703346,57.84726983171077,-28.102719055257296,1.8954324779180236,1.0,0.49330145,22.964127,281678770000.0,0.25719845,1.295727,22.964127,0.2001873,-0.0089811216297947,2008559019,4.0,22.919328707231408,-23.82823,0.25719845,0.9473188,0.3259233,0.31592226,0.0201118271205228,4203393381678.8735,-0.0089811216297947,0.0089811216297947,0.3306960382451119,0.42822616530054186,0.33069603491668614,0.5083828750503282,0.33069603491668614,0.5083828750503282,8.222863965772008,-0.01307848235609929,0.9150231056059628,0.0,11.449754115642861,11.449754115642861,-0.023503843825135536,12.62360003609105
560,2,0.918,159.5879,0.4205775,157.7086,0.02148275,-82.57664,2.73,-0.2686254,0.06552629,21.05,21.52745,0.7762122,"[-0.6307, 0.1143, 0.0, 0.0]","[0.2027, -0.0152, 0.0, 0.0]","[1.7666, -0.6442, 0.0, 0.0]","[0.0, 37.306, 0.0, 0.0]",1615.96838,5944.70117,-22.1846199,22.6040306,0.917999983,1630.75,799.801,22688.5,-24.811028939074145,-24.418392882313288,-25.310392882313288,0.06940440866733402,100984.0,0.97033453,22.919328707231408,22.964127,281678770000.0,0.0228236924314887,0.24589427,1.0421234099616603,1.0,0.3259233,0.2001873,0.49330148,0.40033844,0.5548642,0.9703346,57.84726983171077,-28.102719055257296,1.8954324779180236,1.0,0.49330145,22.964127,281678770000.0,0.25719845,1.295727,22.964127,0.2001873,-0.0089811216297947,2008559019,4.0,22.919328707231408,-23.82823,0.25719845,0.9473188,0.3259233,0.31592226,0.0201118271205228,4203393381678.8735,-0.0089811216297947,0.0089811216297947,0.3306960382451119,0.42822616530054186,0.33069603491668614,0.5083828750503282,0.33069603491668614,0.5083828750503282,8.222863965772008,-0.01307848235609929,0.9150231056059628,0.0,11.449754115642861,11.449754115642861,-0.023503843825135536,12.62360003609105
554,2,0.878,212.8139,0.4837557,-21.21491,0.03524442,-43.70029,2.47,-0.06183954,-0.2714862,21.75,22.64681,1.118451,"[0.3361, 0.0885, 0.0, 0.0]","[-0.8214, 0.2693, 0.0, 0.0]","[2.9758, -0.4378, 0.0, 0.0]","[0.0, 58.321, 0.0, 0.0]",1595.39661,5626.77881,-22.9096203,21.7196789,0.878000021,1669.21,805.764,20098.8,-23.887850622088585,-23.49443879959999,-24.29343879959999,0.03461859931579043,100984.0,0.97033453,22.919328707231408,22.964127,281678770000.0,0.0228236924314887,0.24589427,1.0421234099616603,1.0,0.3259233,0.2001873,0.49330148,0.40033844,0.5548642,0.9703346,57.84726983171077,-28.102719055257296,1.8954324779180236,1.0,0.49330145,22.964127,281678770000.0,0.25719845,1.295727,22.964127,0.2001873,-0.0089811216297947,2008559019,4.0,22.919328707231408,-23.82823,0.25719845,0.9473188,0.3259233,0.31592226,0.0201118271205228,4203393381678.8735,-0.0089811216297947,0.0089811216297947,0.3306960382451119,0.42822616530054186,0.33069603491668614,0.5083828750503282,0.33069603491668614,0.5083828750503282,8.222863965772008,-0.01307848235609929,0.9150231056059628,0.0,11.449754115642861,11.449754115642861,-0.023503843825135536,12.62360003609105
981,2,0.356,215.7744,0.3620329,-30.43997,0.1071792,-58.54472,2.97,-0.5755001,0.579208,22.83,23.19956,2.470854,"[-1.4735, 0.2075, 0.0, 0.0]","[1.5535, -0.2574, 0.0, 0.0]","[1.6075, -0.7115, 0.0, 0.0]","[0.0, 98.692, 0.0, 0.0]",1030.13586,1894.14771,-22.5543575,19.1887131,0.356000006,1593.56,1241.7,25115.9,-23.81374372014109,-22.8252555926872,-23.7362555926872,0.05769361029786204,218150.0,1.1753019,21.73118407893896,21.77025,141404080000.0,-0.0255047773575826,-0.38321084,1.036636500727374,1.0,0.5782625,-0.41391248,0.31405985,0.53537035,0.5911361,1.1753019,57.65811941494227,-29.170525464574794,1.1115907656041064,1.0,0.31405985,21.77025,141404080000.0,-0.40381184,1.9534116,21.77025,-0.41391248,0.0119566491411138,3378105090,4.0,21.73118407893896,-23.277634,-0.40381184,0.016957438,0.5782625,-0.37385944,0.0174259565933445,3248235534422.535,0.0119566491411138,-0.0119566491411138,-1.1719215143240842,0.30261729958696026,-1.1719214924020234,0.2672163048636475,-1.1719214924020234,0.2672163048636475,9.607673575344633,0.07014943823590013,0.982618239312126,0.0,11.150461940549445,11.150461940549445,-1.7706397621330332,12.511647513054134
252,2,1.51,239.3316,0.4202228,-164.8447,0.07950223,22.65965,2.46,0.2053674,-0.1548486,21.17,22.39297,0.7806083,"[0.6632, -0.0774, 0.0, 0.0]","[-0.1493, 0.0974, 0.0, 0.0]","[1.9796, -0.3242, 0.0, 0.0]","[0.0, 107.799, 0.0, 0.0]",1745.89844,10999.335,-23.691658,23.0251751,1.50999999,1670.61,404.076,19999.9,-23.82513913093071,-24.065293997439746,-24.863293997439744,0.03463887807374921,143370.0,0.9929638,23.01337664942013,23.017014,109933710000.0,-0.0074311394640627,-0.13339108,1.003355325588925,1.0,0.15880391,-0.046553496,0.7208098,0.45502546,0.6272697,0.9929638,57.19873902940442,-28.77901064670949,1.3464717077669903,1.0,0.72080976,23.017014,109933710000.0,-0.15182705,1.674745,23.017014,-0.046553496,0.007551085212562,2629455958,4.0,23.01337664942013,-23.281822,-0.15182705,13.556366,0.15880391,-0.43503445,0.0016172398854894,16264215699109.86,0.007551085212562,-0.007551085212562,-1.4220359340479596,0.37454641149494167,-1.4220359315900015,0.7259175488677974,-1.4220359315900015,0.7259175488677974,8.360159429445037,-0.003066584079458969,0.9222145595763401,0.0,11.041130884617715,11.041130884617715,1.1321432855736202,13.211233125363872
1768,2,0.956,229.0868,0.2666435,-169.4211,0.05706618,-97.20197,2.83,0.5799901,-0.05883924,21.29,22.42921,1.467521,"[1.2876, -0.1784, 0.0, 0.0]","[-0.0341, 0.0327, 0.0, 0.0]","[2.1482, -0.3502, 0.0, 0.0]","[0.0, 155.363, 0.0, 0.0]",1633.57446,6249.95117,-23.1613998,21.773983,0.95599997,1615.41,781.14,23696.3,-24.627402727344105,-24.258404229883325,-25.167404229883324,0.05949068836845122,101720.0,0.4672451,21.835045229185827,21.83401,81898530000.0,0.0141748934115753,0.28418714,0.9990462098627464,1.0,0.48601824,0.39782128,0.16161004,0.34719142,0.30787596,0.4672451,56.58944440124704,-29.66563393870092,1.0265840646248336,1.0,0.16161004,21.83401,81898530000.0,0.27919877,0.63535905,21.83401,0.39782128,0.0026491418413683,2627504039,4.0,21.835045229185827,-22.989977,0.27919877,4.755644e-05,0.48601824,0.19944811,-0.0005811542684135,2259184498659.156,0.0026491418413683,-0.0026491418413683,0.4794250930168067,0.48457002970588897,0.4794251003533691,0.34587850535716325,0.4794251003533691,0.34587850535716325,3.752953012493617,-0.3304552443720724,0.5743731270183354,0.0,10.9132761066613,10.9132761066613,-4.322790663435663,12.353951699480648
417,2,0.402,238.7811,0.3110357,-144.5648,0.06831017,-99.20245,1.86,0.3029643,-0.5773925,21.43,22.31644,2.207021,"[0.3271, -0.2217, 0.0, 0.0]","[-1.7816, 0.3561, 0.0, 0.0]","[2.9844, -0.442, 0.0, 0.0]","[0.0, 90.738, 0.0, 0.0]",1111.57385,2184.91382,-22.85462,19.2445526,0.40200001,1738.05,1193.14,14216.6,-23.931978711140967,-23.16752117972966,-24.05052117972966,0.058640468130834116,23801.0,0.841069,20.03181394022752,20.010098,228136710000.0,-0.0034264297155173,-0.39309606,0.9801971272961026,1.0,0.29674414,-0.1978175,0.45613214,0.5896796,0.25425962,0.841069,56.21713301844598,-28.918201011323404,0.6806152491407187,1.0,0.45613217,20.010098,228136710000.0,-0.22119068,0.98506266,20.010098,-0.1978175,-0.0016694545413951,2625885947,4.0,20.03181394022752,-23.661572,-0.22119068,0.0016494086,0.29674414,-0.4395424,-0.0100581550746963,43348338601464.79,-0.0016694545413951,0.0016694545413951,-1.2059594308640997,0.25811515519348543,-1.2059594483077578,0.5423243103550612,-1.2059594483077578,0.5423243103550612,5.884423000381364,-0.07516837389290537,0.7697038843356512,0.0,11.358195174218576,11.358195174218576,-2.7826717453598846,13.636972457059219
1925,2,0.272,231.7395,0.4428658,-21.69527,0.04432962,164.1148,1.8,-0.7027637,0.4924851,22.39,22.53921,2.685806,"[-1.9765, 0.3059, 0.0, 0.0]","[1.0875, -0.3282, 0.0, 0.0]","[1.653, -0.8716, 0.0, 0.0]","[0.0, 89.718, 0.0, 0.0]",857.463135,1387.36169,-22.6786003,18.304348,0.272000015,1741.78,1352.25,13655.6,-23.01455391966893,-22.13160639549116,-23.01160639549116,0.11839732977472531,23801.0,0.841069,20.03181394022752,20.010098,228136710000.0,-0.0034264297155173,-0.39309606,0.9801971272961026,1.0,0.29674414,-0.1978175,0.45613214,0.5896796,0.25425962,0.841069,56.21713301844598,-28.918201011323404,0.6806152491407187,1.0,0.45613217,20.010098,228136710000.0,-0.22119068,0.98506266,20.010098,-0.1978175,-0.0016694545413951,2625885947,4.0,20.03181394022752,-23.661572,-0.22119068,0.0016494086,0.29674414,-0.4395424,-0.0100581550746963,43348338601464.79,-0.0016694545413951,0.0016694545413951,-1.2059594308640997,0.25811515519348543,-1.2059594483077578,0.5423243103550612,-1.2059594483077578,0.5423243103550612,5.884423000381364,-0.07516837389290537,0.7697038843356512,0.0,11.358195174218576,11.358195174218576,-2.7826717453598846,13.636972457059219
406,2,0.554,215.7744,0.611108,98.5935,0.07346244,-150.1343,1.56,-0.1281122,-0.5123496,20.33,20.55064,1.60012,"[-0.2692, 0.166, 0.0, 0.0]","[-1.3171, 0.2227, 0.0, 0.0]","[1.6496, -0.8161, 0.0, 0.0]","[0.0, 91.321, 0.0, 0.0]",1327.20374,3205.08569,-22.702858,20.3803406,0.55400002,1747.15,941.499,11450.1,-24.41004637812125,-23.85774644148144,-24.721746441481443,0.07195259337020954,23801.0,0.841069,20.03181394022752,20.010098,228136710000.0,-0.0034264297155173,-0.39309606,0.9801971272961026,1.0,0.29674414,-0.1978175,0.45613214,0.5896796,0.25425962,0.841069,56.21713301844598,-28.918201011323404,0.6806152491407187,1.0,0.45613217,20.010098,228136710000.0,-0.22119068,0.98506266,20.010098,-0.1978175,-0.0016694545413951,2625885947,4.0,20.03181394022752,-23.661572,-0.22119068,0.0016494086,0.29674414,-0.4395424,-0.0100581550746963,43348338601464.79,-0.0016694545413951,0.0016694545413951,-1.2059594308640997,0.25811515519348543,-1.2059594483077578,0.5423243103550612,-1.2059594483077578,0.5423243103550612,5.884423000381364,-0.07516837389290537,0.7697038843356512,0.0,11.358195174218576,11.358195174218576,-2.7826717453598846,13.636972457059219
202,2,0.254,188.3649,0.1889941,-23.44123,0.0526535,52.98912,1.83,-0.3485825,0.1243353,23.19,22.79621,1.624545,"[0.4263, -1.1278, 0.0, 0.0]","[-0.1626, 0.3106, 0.0, 0.0]","[-1.4372, 2.9513, 0.0, 0.0]","[21.169, 0.0, 0.0, 0.0]",815.944946,1283.08643,-22.1215,18.6737785,0.254000008,1740.0,1378.44,13935.5,-22.27661277018,-21.369879733774635,-22.25187973377464,0.02713472927950921,23801.0,0.841069,20.03181394022752,20.010098,228136710000.0,-0.0034264297155173,-0.39309606,0.9801971272961026,1.0,0.29674414,-0.1978175,0.45613214,0.5896796,0.25425962,0.841069,56.21713301844598,-28.918201011323404,0.6806152491407187,1.0,0.45613217,20.010098,228136710000.0,-0.22119068,0.98506266,20.010098,-0.1978175,-0.0016694545413951,2625885947,4.0,20.03181394022752,-23.661572,-0.22119068,0.0016494086,0.29674414,-0.4395424,-0.0100581550746963,43348338601464.79,-0.0016694545413951,0.0016694545413951,-1.2059594308640997,0.25811515519348543,-1.2059594483077578,0.5423243103550612,-1.2059594483077578,0.5423243103550612,5.884423000381364,-0.07516837389290537,0.7697038843356512,0.0,11.358195174218576,11.358195174218576,-2.7826717453598846,13.636972457059219
1308,2,0.282,237.1374,0.4590411,-101.0614,0.0323608,-63.93922,1.46,0.2220165,-0.1799648,21.65,21.6766,2.121433,"[0.4403, -0.768, 0.0, 0.0]","[-1.4885, 0.2552, 0.0, 0.0]","[2.5835, -0.9758, 0.0, 0.0]","[0.0, 35.015, 0.0, 0.0]",879.79718,1445.9679,-22.7465,18.3362923,0.282000005,1743.54,1285.04,10551.2,-23.184509271245084,-22.38184039236586,-23.19584039236586,0.07656701146682932,54901.0,1.4523926,20.16608492299189,19.767017,75972160000.0,-0.0038543775794611,-0.22710304,0.9905492166864032,1.0,0.5250918,-0.26883394,0.4475496,0.44358218,0.97964567,1.5007741,57.81680281972592,-28.636953360926316,0.5611370397455184,0.966727,0.46733573,20.155775,81969955000.0,0.45430872,2.5416136,20.155775,-0.2707738,-0.0024237173348121,2688031173,4.0,20.16608492299189,-22.610882,0.451054,5997796000.0,0.5288808,0.3810372,-0.0047694678000889,1257118844033.803,-0.0024237173348121,0.0024237173348121,-0.26874128068022646,0.3854424404916393,-0.26874127892161287,0.3081464856377614,-0.26874127458033076,0.31139646824464745,9.59734326269062,0.1763153261495013,0.9821510282440498,-0.014696151700624749,10.91365469666699,10.880654474209278,9.777991690236282,12.099376336451536
1213,2,0.79,254.0973,0.2387981,-7.859269,0.06871866,174.6361,1.66,-0.2044643,0.2037238,19.81,19.51898,1.527953,"[0.2051, -1.0112, 0.0, 0.0]","[-0.4227, 0.5021, 0.0, 0.0]","[-1.3074, 2.4073, 0.0, 0.0]","[91.106, 0.0, 0.0, 0.0]",1541.95923,4940.59131,-23.3086987,20.9501972,0.790000021,1746.99,709.358,12361.0,-24.86026801112737,-24.52316598633854,-25.39116598633854,0.04984001232896589,54901.0,1.4523926,20.16608492299189,19.767017,75972160000.0,-0.0038543775794611,-0.22710304,0.9905492166864032,1.0,0.5250918,-0.26883394,0.4475496,0.44358218,0.97964567,1.5007741,57.81680281972592,-28.636953360926316,0.5611370397455184,0.966727,0.46733573,20.155775,81969955000.0,0.45430872,2.5416136,20.155775,-0.2707738,-0.0024237173348121,2688031173,4.0,20.16608492299189,-22.610882,0.451054,5997796000.0,0.5288808,0.3810372,-0.0047694678000889,1257118844033.803,-0.0024237173348121,0.0024237173348121,-0.26874128068022646,0.3854424404916393,-0.26874127892161287,0.3081464856377614,-0.26874127458033076,0.31139646824464745,9.59734326269062,0.1763153261495013,0.9821510282440498,-0.014696151700624749,10.91365469666699,10.880654474209278,9.777991690236282,12.099376336451536
562,2,0.696,284.4461,0.3210975,-135.1765,0.03909816,-119.2152,2.71,0.03860766,-0.6435123,21.53,21.7126,2.740651,"[-0.5082, -0.235, 0.0, 0.0]","[-2.0564, 0.6706, 0.0, 0.0]","[2.3352, -0.8452, 0.0, 0.0]","[0.0, 221.71, 0.0, 0.0]",1470.5127,4229.80615,-23.5341587,20.2934418,0.69599998,1633.8,961.57,22487.8,-24.533734870634188,-23.92201746361538,-24.80701746361538,0.04199361109104431,54901.0,1.4523926,20.16608492299189,19.767017,75972160000.0,-0.0038543775794611,-0.22710304,0.9905492166864032,1.0,0.5250918,-0.26883394,0.4475496,0.44358218,0.97964567,1.5007741,57.81680281972592,-28.636953360926316,0.5611370397455184,0.966727,0.46733573,20.155775,81969955000.0,0.45430872,2.5416136,20.155775,-0.2707738,-0.0024237173348121,2688031173,4.0,20.16608492299189,-22.610882,0.451054,5997796000.0,0.5288808,0.3810372,-0.0047694678000889,1257118844033.803,-0.0024237173348121,0.0024237173348121,-0.26874128068022646,0.3854424404916393,-0.26874127892161287,0.3081464856377614,-0.26874127458033076,0.31139646824464745,9.59734326269062,0.1763153261495013,0.9821510282440498,-0.014696151700624749,10.91365469666699,10.880654474209278,9.777991690236282,12.099376336451536
1176,2,1.128,251.1886,0.5377928,56.79187,0.05745734,-23.73145,1.98,-0.03143233,-0.368204,22.61,23.12622,1.110615,"[-0.2198, -0.0542, 0.0, 0.0]","[-0.9007, 0.1975, 0.0, 0.0]","[1.8951, -0.6216, 0.0, 0.0]","[0.0, 141.795, 0.0, 0.0]",1693.54773,7669.03467,-23.5319996,22.0197029,1.12800002,1728.36,519.01,15348.5,-22.192329672696538,-22.13155936260122,-22.97555936260122,0.0823378766819759,54901.0,1.4523926,20.16608492299189,19.767017,75972160000.0,-0.0038543775794611,-0.22710304,0.9905492166864032,1.0,0.5250918,-0.26883394,0.4475496,0.44358218,0.97964567,1.5007741,57.81680281972592,-28.636953360926316,0.5611370397455184,0.966727,0.46733573,20.155775,81969955000.0,0.45430872,2.5416136,20.155775,-0.2707738,-0.0024237173348121,2688031173,4.0,20.16608492299189,-22.610882,0.451054,5997796000.0,0.5288808,0.3810372,-0.0047694678000889,1257118844033.803,-0.0024237173348121,0.0024237173348121,-0.26874128068022646,0.3854424404916393,-0.26874127892161287,0.3081464856377614,-0.26874127458033076,0.31139646824464745,9.59734326269062,0.1763153261495013,0.9821510282440498,-0.014696151700624749,10.91365469666699,10.880654474209278,9.777991690236282,12.099376336451536
140,2,0.688,200.9093,0.3922793,-41.26788,0.07348848,-152.0969,1.83,-0.1226941,0.08221303,22.29,21.15556,1.197794,"[-0.6638, 0.3121, 0.0, 0.0]","[0.3582, -0.3363, 0.0, 0.0]","[2.843, -11.7823, 0.0, 0.0]","[0.0, 24.423, 0.0, 0.0]",1463.64453,4170.42627,-22.6161213,21.172781,0.688000023,1740.0,866.982,13935.5,-22.74261275518,-22.26987973377464,-23.15187973377464,0.013957647953601084,14728.0,0.37160566,19.868310199862844,19.859447,69636840000.0,-0.0072169997145561,0.18749216,0.9918703583860536,1.0,0.08320639,0.08126679,0.31451598,0.19196706,0.30275485,0.37160566,57.16375688330909,-28.518455284278005,0.4834403270134231,1.0,0.31451595,19.859447,69636840000.0,0.017860906,0.44660777,19.859447,0.08126679,-0.0028431017733404,2625379805,4.0,19.868310199862844,-22.71013,0.017860906,0.17851658,0.08320639,0.041207235,-0.0041197352407023,1582457916574.648,-0.0028431017733404,0.0028431017733404,0.6772274082151539,0.6778987378678336,0.6772274040746585,0.8463702031939454,0.6772274040746585,0.8463702031939454,2.195640030746738,-0.429917679802057,0.3415611402066495,0.0,10.842839055355974,10.842839055355974,-0.748321441915283,12.199332169341886
1644,2,1.434,222.331,0.2220566,-174.9606,0.03088736,-151.2622,2.37,-0.1170323,0.1252874,22.85,23.02276,0.7040944,"[0.103, -0.4474, 0.0, 0.0]","[-0.1546, 0.2845, 0.0, 0.0]","[-0.8529, 3.1103, 0.0, 0.0]","[57.632, 0.0, 0.0, 0.0]",1741.92419,10319.7793,-23.4413795,23.0609722,1.43400002,1683.11,424.994,19114.9,-22.12286013170153,-22.30132277561236,-23.10132277561236,0.02174467325874939,22415.0,0.48302373,20.283763623739773,20.191175,113715085000.0,-0.002207910160863,-0.14626934,0.979604620554941,1.0,0.2103376,-0.08904937,0.31875804,0.34549308,0.28525895,0.48703888,56.0091480001329,-28.558922792665,0.682395684880629,0.96462184,0.3177595,20.26139,116757260000.0,0.18560922,0.5864169,20.26139,-0.086737044,-0.0042092315447447,2625871854,4.0,20.283763623739773,-22.991837,0.19055738,3042171000.0,0.20487581,0.3130028,-0.0103675588500968,1041094557926.7606,-0.0042092315447447,0.0042092315447447,-0.21857765912289304,0.486443907048034,-0.2185776557916523,0.6599221132159284,-0.2185776587341972,0.6524315218928519,3.4112955667962943,-0.31243636795278995,0.5329193498581708,-0.015642909442843286,11.067283894633524,11.055818080322767,9.483183622034261,12.017490176312492
1684,2,0.742,154.17,0.2648759,64.34141,0.1590172,-27.35085,1.6,-0.020718,0.04390859,24.61,22.92381,0.6004146,"[0.0582, -0.2601, 0.0, 0.0]","[-0.2375, 0.2716, 0.0, 0.0]","[-5.0136, 4.7258, 0.0, 0.0]","[5.315, 0.0, 0.0, 0.0]",1507.50574,4574.62256,-21.962019,22.0817585,0.741999984,1747.53,737.498,11813.3,-20.009856181288622,-19.6371394803251,-20.5011394803251,0.10457266458355699,61700.0,0.8756635,20.527227726861337,19.90669,72271900000.0,0.003927734645635,0.40973622,1.0034223893003111,1.0,0.4734039,0.4166023,0.31211132,0.46560165,0.44331166,0.9162115,57.87050205724891,-29.857094908506056,0.5715041899781634,0.87915975,0.32745492,20.530937,81818110000.0,-0.22534348,1.2157941,20.530937,0.41753212,0.0068301936139844,3375515896,4.0,20.527227726861337,-22.777655,-0.22484167,9546214000.0,0.47446048,-0.22113602,0.0016757229519066,18083181963177.465,0.0068301936139844,-0.0068301936139844,1.032849951634083,0.36462727180044324,1.0328499390902257,0.35642834481460833,1.0328499548539736,0.35740104897830854,5.912975567792682,-0.03800426139730939,0.7718060845132709,-0.055932203151713614,10.912849443066888,10.858969472300252,9.979831165833431,13.257274852436929
1912,2,1.136,208.9296,0.2412657,-101.6797,0.05338511,-120.3873,2.02,0.1417857,0.2174496,20.93,21.18018,0.8525223,"[0.3428, -0.0977, 0.0, 0.0]","[0.6137, -0.1162, 0.0, 0.0]","[1.9005, -0.7942, 0.0, 0.0]","[0.0, 72.554, 0.0, 0.0]",1695.63184,7736.31445,-23.0547981,22.5238724,1.13600004,1724.69,525.393,15729.9,-23.917629768416425,-23.857621129719988,-24.69562112971999,0.04733706019269083,61700.0,0.8756635,20.527227726861337,19.90669,72271900000.0,0.003927734645635,0.40973622,1.0034223893003111,1.0,0.4734039,0.4166023,0.31211132,0.46560165,0.44331166,0.9162115,57.87050205724891,-29.857094908506056,0.5715041899781634,0.87915975,0.32745492,20.530937,81818110000.0,-0.22534348,1.2157941,20.530937,0.41753212,0.0068301936139844,3375515896,4.0,20.527227726861337,-22.777655,-0.22484167,9546214000.0,0.47446048,-0.22113602,0.0016757229519066,18083181963177.465,0.0068301936139844,-0.0068301936139844,1.032849951634083,0.36462727180044324,1.0328499390902257,0.35642834481460833,1.0328499548539736,0.35740104897830854,5.912975567792682,-0.03800426139730939,0.7718060845132709,-0.055932203151713614,10.912849443066888,10.858969472300252,9.979831165833431,13.257274852436929
